"統計年月","縣市","行政區域","教育程度總計","大學以上","大學","大學以下","大學以上比例","大學比例","大學以下比例"
10411,"高雄市","三民區寶玉里",8368,622,2371,5375,0.0743,0.2833,0.6423
10411,"高雄市","三民區灣子里",3915,283,1029,2603,0.0723,0.2628,0.6649
10411,"高雄市","三民區灣愛里",3206,83,581,2542,0.0259,0.1812,0.7929
10411,"高雄市","三民區灣中里",5503,377,1345,3781,0.0685,0.2444,0.6871
10411,"高雄市","三民區灣華里",2762,155,678,1929,0.0561,0.2455,0.6984
10411,"高雄市","三民區灣勝里",1976,123,416,1437,0.0622,0.2105,0.7272
10411,"高雄市","三民區灣利里",3261,211,755,2295,0.0647,0.2315,0.7038
10411,"高雄市","三民區灣復里",3751,191,839,2721,0.0509,0.2237,0.7254
10411,"高雄市","三民區正興里",11996,1124,3614,7258,0.0937,0.3013,0.605
10411,"高雄市","三民區正順里",4061,350,1193,2518,0.0862,0.2938,0.62
10411,"高雄市","三民區灣興里",1911,163,510,1238,0.0853,0.2669,0.6478
10411,"高雄市","三民區灣成里",2307,141,527,1639,0.0611,0.2284,0.7104
10411,"高雄市","三民區安康里",3021,94,476,2451,0.0311,0.1576,0.8113
10411,"高雄市","三民區安寧里",1940,58,319,1563,0.0299,0.1644,0.8057
10411,"高雄市","三民區安吉里",4888,392,1317,3179,0.0802,0.2694,0.6504
10411,"高雄市","三民區安發里",4749,430,1442,2877,0.0905,0.3036,0.6058
10411,"高雄市","新興區浩然里",1896,213,587,1096,0.1123,0.3096,0.5781
10411,"高雄市","新興區振成里",1178,118,357,703,0.1002,0.3031,0.5968
10411,"高雄市","新興區德生里",3082,406,1110,1566,0.1317,0.3602,0.5081
10411,"高雄市","新興區振華里",1167,133,371,663,0.114,0.3179,0.5681
10411,"高雄市","新興區正氣里",1456,139,460,857,0.0955,0.3159,0.5886
10411,"高雄市","新興區德政里",719,50,211,458,0.0695,0.2935,0.637
10411,"高雄市","新興區仁聲里",1049,95,284,670,0.0906,0.2707,0.6387
10411,"高雄市","新興區德望里",2046,226,660,1160,0.1105,0.3226,0.567
10411,"高雄市","新興區華聲里",1022,102,298,622,0.0998,0.2916,0.6086
10411,"高雄市","新興區蕉園里",773,85,218,470,0.11,0.282,0.608
10411,"高雄市","新興區永寧里",1416,153,444,819,0.1081,0.3136,0.5784
10411,"高雄市","新興區玉衡里",881,74,196,611,0.084,0.2225,0.6935
10411,"高雄市","新興區順昌里",1927,158,516,1253,0.082,0.2678,0.6502
10411,"高雄市","新興區文昌里",2648,373,974,1301,0.1409,0.3678,0.4913
10411,"高雄市","新興區光耀里",2403,226,716,1461,0.094,0.298,0.608
10411,"高雄市","新興區興昌里",1801,180,579,1042,0.0999,0.3215,0.5786
10411,"高雄市","新興區開平里",3475,451,1137,1887,0.1298,0.3272,0.543
10411,"高雄市","新興區成功里",1184,138,372,674,0.1166,0.3142,0.5693
10411,"高雄市","新興區新江里",1180,105,306,769,0.089,0.2593,0.6517
10411,"高雄市","新興區黎明里",885,72,233,580,0.0814,0.2633,0.6554
10411,"高雄市","新興區愛平里",1028,125,302,601,0.1216,0.2938,0.5846
10411,"高雄市","新興區南港里",1982,172,516,1294,0.0868,0.2603,0.6529
10411,"高雄市","新興區中東里",2863,248,789,1826,0.0866,0.2756,0.6378
10411,"高雄市","新興區明莊里",738,40,168,530,0.0542,0.2276,0.7182
10411,"高雄市","新興區大明里",1131,69,319,743,0.061,0.2821,0.6569
10411,"高雄市","新興區秋山里",848,53,204,591,0.0625,0.2406,0.6969
10411,"高雄市","新興區長驛里",977,59,245,673,0.0604,0.2508,0.6888
10411,"高雄市","新興區建興里",981,77,238,666,0.0785,0.2426,0.6789
10411,"高雄市","新興區建華里",873,73,228,572,0.0836,0.2612,0.6552
10411,"高雄市","新興區漢民里",751,47,221,483,0.0626,0.2943,0.6431
10411,"高雄市","新興區榮治里",794,88,237,469,0.1108,0.2985,0.5907
10411,"高雄市","新興區東坡里",1273,104,306,863,0.0817,0.2404,0.6779
10411,"高雄市","前金區三川里",716,43,147,526,0.0601,0.2053,0.7346
10411,"高雄市","前金區草江里",1072,115,305,652,0.1073,0.2845,0.6082
10411,"高雄市","前金區長城里",1401,97,277,1027,0.0692,0.1977,0.733
10411,"高雄市","前金區北金里",915,60,209,646,0.0656,0.2284,0.706
10411,"高雄市","前金區東金里",1010,113,312,585,0.1119,0.3089,0.5792
10411,"高雄市","前金區新生里",3657,402,1161,2094,0.1099,0.3175,0.5726
10411,"高雄市","前金區後金里",783,78,225,480,0.0996,0.2874,0.613
10411,"高雄市","前金區長興里",1148,91,316,741,0.0793,0.2753,0.6455
10411,"高雄市","前金區青山里",1629,197,591,841,0.1209,0.3628,0.5163
10411,"高雄市","前金區民生里",780,70,266,444,0.0897,0.341,0.5692
10411,"高雄市","前金區復元里",1032,134,352,546,0.1298,0.3411,0.5291
10411,"高雄市","前金區林投里",1046,60,188,798,0.0574,0.1797,0.7629
10411,"高雄市","前金區國民里",1035,95,325,615,0.0918,0.314,0.5942
10411,"高雄市","前金區社東里",1631,207,559,865,0.1269,0.3427,0.5303
10411,"高雄市","前金區社西里",1084,124,308,652,0.1144,0.2841,0.6015
10411,"高雄市","前金區博孝里",988,88,286,614,0.0891,0.2895,0.6215
10411,"高雄市","前金區長生里",1789,243,571,975,0.1358,0.3192,0.545
10411,"高雄市","前金區榮復里",1127,77,303,747,0.0683,0.2689,0.6628
10411,"高雄市","前金區文西里",942,76,262,604,0.0807,0.2781,0.6412
10411,"高雄市","前金區文東里",1259,103,356,800,0.0818,0.2828,0.6354
10411,"高雄市","苓雅區博仁里",735,100,216,419,0.1361,0.2939,0.5701
10411,"高雄市","苓雅區苓洲里",1536,158,441,937,0.1029,0.2871,0.61
10411,"高雄市","苓雅區苓昇里",1293,55,261,977,0.0425,0.2019,0.7556
10411,"高雄市","苓雅區苓中里",1724,91,382,1251,0.0528,0.2216,0.7256
10411,"高雄市","苓雅區苓雅里",1535,113,423,999,0.0736,0.2756,0.6508
10411,"高雄市","苓雅區苓東里",1553,96,362,1095,0.0618,0.2331,0.7051
10411,"高雄市","苓雅區城北里",1514,126,354,1034,0.0832,0.2338,0.683
10411,"高雄市","苓雅區城西里",607,23,146,438,0.0379,0.2405,0.7216
10411,"高雄市","苓雅區城東里",2010,210,567,1233,0.1045,0.2821,0.6134
10411,"高雄市","苓雅區意誠里",3757,241,1011,2505,0.0641,0.2691,0.6668
10411,"高雄市","苓雅區鼓中里",1016,74,232,710,0.0728,0.2283,0.6988
10411,"高雄市","苓雅區田西里",1367,135,383,849,0.0988,0.2802,0.6211
10411,"高雄市","苓雅區人和里",1852,138,491,1223,0.0745,0.2651,0.6604
10411,"高雄市","苓雅區仁政里",1304,138,431,735,0.1058,0.3305,0.5637
10411,"高雄市","苓雅區廣澤里",1890,157,515,1218,0.0831,0.2725,0.6444
10411,"高雄市","苓雅區美田里",1218,102,357,759,0.0837,0.2931,0.6232
10411,"高雄市","苓雅區華堂里",3209,255,940,2014,0.0795,0.2929,0.6276
10411,"高雄市","苓雅區日中里",2255,217,632,1406,0.0962,0.2803,0.6235
10411,"高雄市","苓雅區普照里",3097,346,968,1783,0.1117,0.3126,0.5757
10411,"高雄市","苓雅區和煦里",2102,207,610,1285,0.0985,0.2902,0.6113
10411,"高雄市","苓雅區晴朗里",2145,129,450,1566,0.0601,0.2098,0.7301
10411,"高雄市","苓雅區普天里",3230,393,1097,1740,0.1217,0.3396,0.5387
10411,"高雄市","苓雅區林富里",1923,306,685,932,0.1591,0.3562,0.4847
10411,"高雄市","苓雅區林圍里",2477,398,918,1161,0.1607,0.3706,0.4687
10411,"高雄市","苓雅區林安里",1543,163,477,903,0.1056,0.3091,0.5852
10411,"高雄市","苓雅區光華里",734,44,150,540,0.0599,0.2044,0.7357
10411,"高雄市","苓雅區林興里",1411,70,331,1010,0.0496,0.2346,0.7158
10411,"高雄市","苓雅區林華里",2933,207,809,1917,0.0706,0.2758,0.6536
10411,"高雄市","苓雅區林西里",1659,171,400,1088,0.1031,0.2411,0.6558
10411,"高雄市","苓雅區林中里",3010,290,861,1859,0.0963,0.286,0.6176
10411,"高雄市","苓雅區林泉里",1941,316,726,899,0.1628,0.374,0.4632
10411,"高雄市","苓雅區林南里",3043,415,1058,1570,0.1364,0.3477,0.5159
10411,"高雄市","苓雅區中正里",2896,472,1085,1339,0.163,0.3747,0.4624
10411,"高雄市","苓雅區尚義里",1551,166,487,898,0.107,0.314,0.579
10411,"高雄市","苓雅區同慶里",2442,374,815,1253,0.1532,0.3337,0.5131
10411,"高雄市","苓雅區凱旋里",2205,234,681,1290,0.1061,0.3088,0.585
10411,"高雄市","苓雅區安祥里",2383,317,880,1186,0.133,0.3693,0.4977
10411,"高雄市","苓雅區奏捷里",1613,147,438,1028,0.0911,0.2715,0.6373
10411,"高雄市","苓雅區福壽里",1568,92,325,1151,0.0587,0.2073,0.7341
10411,"高雄市","苓雅區福南里",1864,110,395,1359,0.059,0.2119,0.7291
10411,"高雄市","苓雅區五權里",2136,203,627,1306,0.095,0.2935,0.6114
10411,"高雄市","苓雅區民主里",4015,383,1206,2426,0.0954,0.3004,0.6042
10411,"高雄市","苓雅區林德里",1886,212,586,1088,0.1124,0.3107,0.5769
10411,"高雄市","苓雅區林貴里",1886,186,594,1106,0.0986,0.315,0.5864
10411,"高雄市","苓雅區林榮里",4201,386,1306,2509,0.0919,0.3109,0.5972
10411,"高雄市","苓雅區英明里",2049,152,533,1364,0.0742,0.2601,0.6657
10411,"高雄市","苓雅區林靖里",1646,237,537,872,0.144,0.3262,0.5298
10411,"高雄市","苓雅區朝陽里",1560,144,385,1031,0.0923,0.2468,0.6609
10411,"高雄市","苓雅區福隆里",2689,189,731,1769,0.0703,0.2718,0.6579
10411,"高雄市","苓雅區福祥里",1281,80,299,902,0.0625,0.2334,0.7041
10411,"高雄市","苓雅區福海里",1116,68,252,796,0.0609,0.2258,0.7133
10411,"高雄市","苓雅區福康里",1993,111,441,1441,0.0557,0.2213,0.723
10411,"高雄市","苓雅區福人里",2173,113,499,1561,0.052,0.2296,0.7184
10411,"高雄市","苓雅區福地里",2868,161,571,2136,0.0561,0.1991,0.7448
10411,"高雄市","苓雅區福居里",2828,120,580,2128,0.0424,0.2051,0.7525
10411,"高雄市","苓雅區福東里",2736,144,702,1890,0.0526,0.2566,0.6908
10411,"高雄市","苓雅區福西里",1891,80,355,1456,0.0423,0.1877,0.77
10411,"高雄市","苓雅區永康里",2343,197,638,1508,0.0841,0.2723,0.6436
10411,"高雄市","苓雅區正文里",2038,212,659,1167,0.104,0.3234,0.5726
10411,"高雄市","苓雅區正言里",2890,292,859,1739,0.101,0.2972,0.6017
10411,"高雄市","苓雅區正大里",5243,479,1595,3169,0.0914,0.3042,0.6044
10411,"高雄市","苓雅區五福里",3902,311,975,2616,0.0797,0.2499,0.6704
10411,"高雄市","苓雅區正心里",3734,365,1167,2202,0.0978,0.3125,0.5897
10411,"高雄市","苓雅區正道里",4357,344,1245,2768,0.079,0.2857,0.6353
10411,"高雄市","苓雅區正義里",2622,267,758,1597,0.1018,0.2891,0.6091
10411,"高雄市","苓雅區正仁里",2721,186,739,1796,0.0684,0.2716,0.6601
10411,"高雄市","苓雅區文昌里",3984,252,1006,2726,0.0633,0.2525,0.6842
10411,"高雄市","苓雅區建軍里",2108,110,478,1520,0.0522,0.2268,0.7211
10411,"高雄市","苓雅區衛武里",2152,117,507,1528,0.0544,0.2356,0.71
10411,"高雄市","前鎮區草衙里",9696,310,1868,7518,0.032,0.1927,0.7754
10411,"高雄市","前鎮區明孝里",2521,83,488,1950,0.0329,0.1936,0.7735
10411,"高雄市","前鎮區明正里",5237,291,1205,3741,0.0556,0.2301,0.7143
10411,"高雄市","前鎮區明義里",2364,77,494,1793,0.0326,0.209,0.7585
10411,"高雄市","前鎮區仁愛里",1384,42,229,1113,0.0303,0.1655,0.8042
10411,"高雄市","前鎮區德昌里",2077,58,396,1623,0.0279,0.1907,0.7814
10411,"高雄市","前鎮區平等里",2756,138,478,2140,0.0501,0.1734,0.7765
10411,"高雄市","前鎮區平昌里",683,8,102,573,0.0117,0.1493,0.8389
10411,"高雄市","前鎮區明禮里",1581,40,228,1313,0.0253,0.1442,0.8305
10411,"高雄市","前鎮區信義里",1497,51,238,1208,0.0341,0.159,0.8069
10411,"高雄市","前鎮區信德里",2409,49,377,1983,0.0203,0.1565,0.8232
10411,"高雄市","前鎮區明道里",1170,27,210,933,0.0231,0.1795,0.7974
10411,"高雄市","前鎮區興化里",740,17,99,624,0.023,0.1338,0.8432
10411,"高雄市","前鎮區興仁里",785,15,85,685,0.0191,0.1083,0.8726
10411,"高雄市","前鎮區前鎮里",1460,47,239,1174,0.0322,0.1637,0.8041
10411,"高雄市","前鎮區鎮東里",1869,77,332,1460,0.0412,0.1776,0.7812
10411,"高雄市","前鎮區鎮榮里",2313,87,409,1817,0.0376,0.1768,0.7856
10411,"高雄市","前鎮區鎮昌里",2090,73,381,1636,0.0349,0.1823,0.7828
10411,"高雄市","前鎮區鎮海里",4285,256,977,3052,0.0597,0.228,0.7123
10411,"高雄市","前鎮區鎮陽里",1025,39,185,801,0.038,0.1805,0.7815
10411,"高雄市","前鎮區興邦里",2819,231,797,1791,0.0819,0.2827,0.6353
10411,"高雄市","前鎮區鎮中里",834,23,121,690,0.0276,0.1451,0.8273
10411,"高雄市","前鎮區鎮北里",1122,48,226,848,0.0428,0.2014,0.7558
10411,"高雄市","前鎮區忠純里",5148,262,1183,3703,0.0509,0.2298,0.7193
10411,"高雄市","前鎮區忠誠里",2232,122,502,1608,0.0547,0.2249,0.7204
10411,"高雄市","前鎮區西山里",3609,329,1036,2244,0.0912,0.2871,0.6218
10411,"高雄市","前鎮區民權里",4178,479,1412,2287,0.1146,0.338,0.5474
10411,"高雄市","前鎮區建隆里",1262,140,336,786,0.1109,0.2662,0.6228
10411,"高雄市","前鎮區振興里",2297,228,679,1390,0.0993,0.2956,0.6051
10411,"高雄市","前鎮區良和里",2944,363,1009,1572,0.1233,0.3427,0.534
10411,"高雄市","前鎮區西甲里",2104,179,535,1390,0.0851,0.2543,0.6606
10411,"高雄市","前鎮區盛興里",2816,230,773,1813,0.0817,0.2745,0.6438
10411,"高雄市","前鎮區盛豐里",3108,237,788,2083,0.0763,0.2535,0.6702
10411,"高雄市","前鎮區興中里",3254,190,806,2258,0.0584,0.2477,0.6939
10411,"高雄市","前鎮區興東里",5414,523,1610,3281,0.0966,0.2974,0.606
10411,"高雄市","前鎮區忠孝里",2801,227,862,1712,0.081,0.3077,0.6112
10411,"高雄市","前鎮區復國里",2881,213,720,1948,0.0739,0.2499,0.6762
10411,"高雄市","前鎮區竹內里",2816,193,703,1920,0.0685,0.2496,0.6818
10411,"高雄市","前鎮區竹東里",2315,140,618,1557,0.0605,0.267,0.6726
10411,"高雄市","前鎮區竹南里",6823,741,2107,3975,0.1086,0.3088,0.5826
10411,"高雄市","前鎮區竹北里",2308,182,629,1497,0.0789,0.2725,0.6486
10411,"高雄市","前鎮區竹西里",4345,380,1250,2715,0.0875,0.2877,0.6249
10411,"高雄市","前鎮區竹中里",3427,271,963,2193,0.0791,0.281,0.6399
10411,"高雄市","前鎮區瑞竹里",1759,116,396,1247,0.0659,0.2251,0.7089
10411,"高雄市","前鎮區瑞南里",4830,222,1132,3476,0.046,0.2344,0.7197
10411,"高雄市","前鎮區瑞豐里",2908,165,645,2098,0.0567,0.2218,0.7215
10411,"高雄市","前鎮區瑞祥里",5005,301,1288,3416,0.0601,0.2573,0.6825
10411,"高雄市","前鎮區瑞東里",2366,122,485,1759,0.0516,0.205,0.7434
10411,"高雄市","前鎮區瑞和里",2074,101,380,1593,0.0487,0.1832,0.7681
10411,"高雄市","前鎮區瑞平里",3864,224,955,2685,0.058,0.2472,0.6949
10411,"高雄市","前鎮區瑞隆里",3697,183,873,2641,0.0495,0.2361,0.7144
10411,"高雄市","前鎮區瑞北里",3122,132,709,2281,0.0423,0.2271,0.7306
10411,"高雄市","前鎮區瑞西里",2761,139,607,2015,0.0503,0.2198,0.7298
10411,"高雄市","前鎮區瑞崗里",2715,143,594,1978,0.0527,0.2188,0.7285
10411,"高雄市","前鎮區瑞興里",2680,138,606,1936,0.0515,0.2261,0.7224
10411,"高雄市","前鎮區瑞誠里",2752,139,671,1942,0.0505,0.2438,0.7057
10411,"高雄市","前鎮區瑞文里",2510,110,606,1794,0.0438,0.2414,0.7147
10411,"高雄市","前鎮區瑞華里",4659,352,1221,3086,0.0756,0.2621,0.6624
10411,"高雄市","前鎮區瑞昌里",3156,189,750,2217,0.0599,0.2376,0.7025
10411,"高雄市","旗津區旗下里",1242,46,234,962,0.037,0.1884,0.7746
10411,"高雄市","旗津區永安里",1169,28,193,948,0.024,0.1651,0.8109
10411,"高雄市","旗津區振興里",1710,70,313,1327,0.0409,0.183,0.776
10411,"高雄市","旗津區慈愛里",2438,47,329,2062,0.0193,0.1349,0.8458
10411,"高雄市","旗津區復興里",3012,64,475,2473,0.0212,0.1577,0.821
10411,"高雄市","旗津區中華里",1581,45,271,1265,0.0285,0.1714,0.8001
10411,"高雄市","旗津區實踐里",1416,35,204,1177,0.0247,0.1441,0.8312
10411,"高雄市","旗津區北汕里",2758,71,384,2303,0.0257,0.1392,0.835
10411,"高雄市","旗津區南汕里",2104,63,351,1690,0.0299,0.1668,0.8032
10411,"高雄市","旗津區上竹里",2918,84,502,2332,0.0288,0.172,0.7992
10411,"高雄市","旗津區中洲里",1888,46,320,1522,0.0244,0.1695,0.8061
10411,"高雄市","旗津區安順里",933,25,120,788,0.0268,0.1286,0.8446
10411,"高雄市","旗津區中興里",2653,90,526,2037,0.0339,0.1983,0.7678
10411,"高雄市","小港區小港里",2327,117,519,1691,0.0503,0.223,0.7267
10411,"高雄市","小港區港口里",3329,309,1017,2003,0.0928,0.3055,0.6017
10411,"高雄市","小港區港正里",2704,149,754,1801,0.0551,0.2788,0.6661
10411,"高雄市","小港區港墘里",1877,116,466,1295,0.0618,0.2483,0.6899
10411,"高雄市","小港區港明里",3452,124,759,2569,0.0359,0.2199,0.7442
10411,"高雄市","小港區港后里",2633,112,585,1936,0.0425,0.2222,0.7353
10411,"高雄市","小港區港南里",2420,112,532,1776,0.0463,0.2198,0.7339
10411,"高雄市","小港區港興里",2408,126,524,1758,0.0523,0.2176,0.7301
10411,"高雄市","小港區鳳宮里",2336,106,537,1693,0.0454,0.2299,0.7247
10411,"高雄市","小港區店鎮里",6004,282,1430,4292,0.047,0.2382,0.7149
10411,"高雄市","小港區大苓里",2637,153,640,1844,0.058,0.2427,0.6993
10411,"高雄市","小港區二苓里",3985,222,938,2825,0.0557,0.2354,0.7089
10411,"高雄市","小港區三苓里",3022,187,730,2105,0.0619,0.2416,0.6966
10411,"高雄市","小港區正苓里",4261,213,1007,3041,0.05,0.2363,0.7137
10411,"高雄市","小港區順苓里",4616,242,1188,3186,0.0524,0.2574,0.6902
10411,"高雄市","小港區六苓里",2717,198,699,1820,0.0729,0.2573,0.6699
10411,"高雄市","小港區宏亮里",3448,167,793,2488,0.0484,0.23,0.7216
10411,"高雄市","小港區山東里",3039,157,731,2151,0.0517,0.2405,0.7078
10411,"高雄市","小港區青島里",2386,82,526,1778,0.0344,0.2205,0.7452
10411,"高雄市","小港區濟南里",4175,222,1053,2900,0.0532,0.2522,0.6946
10411,"高雄市","小港區泰山里",3323,215,830,2278,0.0647,0.2498,0.6855
10411,"高雄市","小港區山明里",11177,480,2450,8247,0.0429,0.2192,0.7379
10411,"高雄市","小港區高松里",3915,156,795,2964,0.0398,0.2031,0.7571
10411,"高雄市","小港區松金里",2729,108,616,2005,0.0396,0.2257,0.7347
10411,"高雄市","小港區松山里",3134,208,767,2159,0.0664,0.2447,0.6889
10411,"高雄市","小港區大坪里",2682,92,521,2069,0.0343,0.1943,0.7714
10411,"高雄市","小港區坪頂里",5569,206,1163,4200,0.037,0.2088,0.7542
10411,"高雄市","小港區孔宅里",4379,174,1062,3143,0.0397,0.2425,0.7177
10411,"高雄市","小港區廈莊里",3020,159,747,2114,0.0526,0.2474,0.7
10411,"高雄市","小港區合作里",2677,100,582,1995,0.0374,0.2174,0.7452
10411,"高雄市","小港區桂林里",8011,338,1870,5803,0.0422,0.2334,0.7244
10411,"高雄市","小港區中厝里",3497,137,709,2651,0.0392,0.2027,0.7581
10411,"高雄市","小港區鳳鳴里",3133,101,658,2374,0.0322,0.21,0.7577
10411,"高雄市","小港區龍鳳里",3067,153,654,2260,0.0499,0.2132,0.7369
10411,"高雄市","小港區鳳森里",2237,76,478,1683,0.034,0.2137,0.7523
10411,"高雄市","小港區鳳林里",3058,118,642,2298,0.0386,0.2099,0.7515
10411,"高雄市","小港區鳳興里",2497,78,528,1891,0.0312,0.2115,0.7573
10411,"高雄市","小港區鳳源里",3675,126,770,2779,0.0343,0.2095,0.7562
10411,"高雄市","鳳山區縣口里",448,33,127,288,0.0737,0.2835,0.6429
10411,"高雄市","鳳山區成功里",660,40,163,457,0.0606,0.247,0.6924
10411,"高雄市","鳳山區光明里",1400,85,374,941,0.0607,0.2671,0.6721
10411,"高雄市","鳳山區興中里",903,87,232,584,0.0963,0.2569,0.6467
10411,"高雄市","鳳山區南興里",968,63,261,644,0.0651,0.2696,0.6653
10411,"高雄市","鳳山區和德里",2083,149,583,1351,0.0715,0.2799,0.6486
10411,"高雄市","鳳山區鳳崗里",1171,122,343,706,0.1042,0.2929,0.6029
10411,"高雄市","鳳山區中和里",3572,255,988,2329,0.0714,0.2766,0.652
10411,"高雄市","鳳山區鎮北里",6840,419,1784,4637,0.0613,0.2608,0.6779
10411,"高雄市","鳳山區縣衙里",884,61,238,585,0.069,0.2692,0.6618
10411,"高雄市","鳳山區文英里",3438,213,903,2322,0.062,0.2627,0.6754
10411,"高雄市","鳳山區鎮西里",5236,303,1292,3641,0.0579,0.2468,0.6954
10411,"高雄市","鳳山區鎮東里",2436,120,545,1771,0.0493,0.2237,0.727
10411,"高雄市","鳳山區埤頂里",6210,305,1571,4334,0.0491,0.253,0.6979
10411,"高雄市","鳳山區中正里",4095,177,878,3040,0.0432,0.2144,0.7424
10411,"高雄市","鳳山區瑞竹里",5186,270,1246,3670,0.0521,0.2403,0.7077
10411,"高雄市","鳳山區忠義里",4753,367,1311,3075,0.0772,0.2758,0.647
10411,"高雄市","鳳山區誠義里",3740,423,1180,2137,0.1131,0.3155,0.5714
10411,"高雄市","鳳山區新興里",2547,86,395,2066,0.0338,0.1551,0.8112
10411,"高雄市","鳳山區海光里",3201,177,807,2217,0.0553,0.2521,0.6926
10411,"高雄市","鳳山區忠誠里",3356,189,878,2289,0.0563,0.2616,0.6821
10411,"高雄市","鳳山區東門里",5770,245,1289,4236,0.0425,0.2234,0.7341
10411,"高雄市","鳳山區瑞興里",5033,308,1338,3387,0.0612,0.2658,0.673
10411,"高雄市","鳳山區鳳東里",6004,374,1552,4078,0.0623,0.2585,0.6792
10411,"高雄市","鳳山區文德里",8772,913,2724,5135,0.1041,0.3105,0.5854
10411,"高雄市","鳳山區曹公里",2132,178,564,1390,0.0835,0.2645,0.652
10411,"高雄市","鳳山區興仁里",3776,225,954,2597,0.0596,0.2526,0.6878
10411,"高雄市","鳳山區忠孝里",6004,370,1503,4131,0.0616,0.2503,0.688
10411,"高雄市","鳳山區生明里",2132,104,518,1510,0.0488,0.243,0.7083
10411,"高雄市","鳳山區和興里",5177,329,1384,3464,0.0636,0.2673,0.6691
10411,"高雄市","鳳山區協和里",3702,278,978,2446,0.0751,0.2642,0.6607
10411,"高雄市","鳳山區文山里",6287,402,1581,4304,0.0639,0.2515,0.6846
10411,"高雄市","鳳山區誠德里",2373,117,476,1780,0.0493,0.2006,0.7501
10411,"高雄市","鳳山區三民里",1090,87,305,698,0.0798,0.2798,0.6404
10411,"高雄市","鳳山區北門里",4352,196,926,3230,0.045,0.2128,0.7422
10411,"高雄市","鳳山區文華里",8580,664,2367,5549,0.0774,0.2759,0.6467
10411,"高雄市","鳳山區武松里",2839,143,680,2016,0.0504,0.2395,0.7101
10411,"高雄市","鳳山區文衡里",4180,361,1296,2523,0.0864,0.31,0.6036
10411,"高雄市","鳳山區文福里",9337,744,2797,5796,0.0797,0.2996,0.6208
10411,"高雄市","鳳山區誠信里",2110,81,561,1468,0.0384,0.2659,0.6957
10411,"高雄市","鳳山區誠智里",2846,143,648,2055,0.0502,0.2277,0.7221
10411,"高雄市","鳳山區鎮南里",4881,254,998,3629,0.052,0.2045,0.7435
10411,"高雄市","鳳山區老爺里",7075,314,1568,5193,0.0444,0.2216,0.734
10411,"高雄市","鳳山區新甲里",3028,162,744,2122,0.0535,0.2457,0.7008
10411,"高雄市","鳳山區武漢里",4866,308,1216,3342,0.0633,0.2499,0.6868
10411,"高雄市","鳳山區正義里",6445,296,1395,4754,0.0459,0.2164,0.7376
10411,"高雄市","鳳山區一甲里",3401,160,710,2531,0.047,0.2088,0.7442
10411,"高雄市","鳳山區福興里",6021,235,1283,4503,0.039,0.2131,0.7479
10411,"高雄市","鳳山區天興里",3607,155,791,2661,0.043,0.2193,0.7377
10411,"高雄市","鳳山區新強里",5374,389,1419,3566,0.0724,0.264,0.6636
10411,"高雄市","鳳山區國泰里",4021,220,1004,2797,0.0547,0.2497,0.6956
10411,"高雄市","鳳山區新富里",4311,243,1009,3059,0.0564,0.2341,0.7096
10411,"高雄市","鳳山區國光里",3477,188,834,2455,0.0541,0.2399,0.7061
10411,"高雄市","鳳山區國隆里",2644,113,589,1942,0.0427,0.2228,0.7345
10411,"高雄市","鳳山區過埤里",12045,861,3226,7958,0.0715,0.2678,0.6607
10411,"高雄市","鳳山區五福里",3147,177,725,2245,0.0562,0.2304,0.7134
10411,"高雄市","鳳山區福誠里",3905,282,987,2636,0.0722,0.2528,0.675
10411,"高雄市","鳳山區富甲里",2606,50,358,2198,0.0192,0.1374,0.8434
10411,"高雄市","鳳山區南成里",7663,449,1834,5380,0.0586,0.2393,0.7021
10411,"高雄市","鳳山區大德里",4492,212,1005,3275,0.0472,0.2237,0.7291
10411,"高雄市","鳳山區國富里",2698,191,752,1755,0.0708,0.2787,0.6505
10411,"高雄市","鳳山區武慶里",2441,156,578,1707,0.0639,0.2368,0.6993
10411,"高雄市","鳳山區海洋里",3945,237,1086,2622,0.0601,0.2753,0.6646
10411,"高雄市","鳳山區新武里",2361,152,528,1681,0.0644,0.2236,0.712
10411,"高雄市","鳳山區新樂里",4560,271,1274,3015,0.0594,0.2794,0.6612
10411,"高雄市","鳳山區新泰里",4210,276,1170,2764,0.0656,0.2779,0.6565
10411,"高雄市","鳳山區中崙里",2588,104,629,1855,0.0402,0.243,0.7168
10411,"高雄市","鳳山區中榮里",4666,142,940,3584,0.0304,0.2015,0.7681
10411,"高雄市","鳳山區中民里",4580,187,976,3417,0.0408,0.2131,0.7461
10411,"高雄市","鳳山區二甲里",4653,220,1073,3360,0.0473,0.2306,0.7221
10411,"高雄市","鳳山區龍成里",2980,153,640,2187,0.0513,0.2148,0.7339
10411,"高雄市","鳳山區富榮里",2546,118,684,1744,0.0463,0.2687,0.685
10411,"高雄市","鳳山區善美里",5621,284,1277,4060,0.0505,0.2272,0.7223
10411,"高雄市","鳳山區南和里",2809,118,637,2054,0.042,0.2268,0.7312
10411,"高雄市","鳳山區福祥里",2860,127,623,2110,0.0444,0.2178,0.7378
10411,"高雄市","鳳山區保安里",5785,390,1566,3829,0.0674,0.2707,0.6619
10411,"高雄市","林園區東林里",2942,117,607,2218,0.0398,0.2063,0.7539
10411,"高雄市","林園區林園里",3473,160,762,2551,0.0461,0.2194,0.7345
10411,"高雄市","林園區溪州里",4071,107,713,3251,0.0263,0.1751,0.7986
