YM,CODEBASE,kW,COUNT,CITY,AREA,CODE1,CODE2,VILLCODE
10507,A6305-0094-00,53235,21,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10506,A6305-0094-00,165538,85,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10507,A6305-0095-00,90195,17,臺北市,中正區,A6305-07-003,A6305-07,A6305-023-00
10506,A6305-0095-00,202343,181,臺北市,中正區,A6305-07-003,A6305-07,A6305-023-00
10507,A6305-0096-00,10124,3,臺北市,中正區,A6305-05-002,A6305-05,A6305-026-00
10506,A6305-0096-00,51824,69,臺北市,中正區,A6305-05-002,A6305-05,A6305-026-00
10507,A6305-0097-00,101444,18,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10506,A6305-0097-00,383665,247,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10507,A6305-0098-00,511878,58,臺北市,中正區,A6305-07-002,A6305-07,A6305-023-00
10506,A6305-0098-00,735305,191,臺北市,中正區,A6305-07-002,A6305-07,A6305-023-00
10507,A6305-0099-00,1226,1,臺北市,中正區,A6305-06-007,A6305-06,A6305-026-00
10506,A6305-0099-00,532,1,臺北市,中正區,A6305-06-007,A6305-06,A6305-026-00
10507,A6305-0100-00,332,1,臺北市,中正區,A6305-04-006,A6305-04,A6305-027-00
10506,A6305-0100-00,63387,51,臺北市,中正區,A6305-04-006,A6305-04,A6305-027-00
10507,A6305-0101-00,400,2,臺北市,中正區,A6305-05-002,A6305-05,A6305-026-00
10506,A6305-0101-00,125400,169,臺北市,中正區,A6305-05-002,A6305-05,A6305-026-00
10507,A6305-0102-00,25022,5,臺北市,中正區,A6305-05-001,A6305-05,A6305-026-00
10506,A6305-0102-00,156796,145,臺北市,中正區,A6305-05-001,A6305-05,A6305-026-00
10507,A6305-0103-00,117800,9,臺北市,中正區,A6305-05-003,A6305-05,A6305-026-00
10506,A6305-0103-00,57924,65,臺北市,中正區,A6305-05-003,A6305-05,A6305-026-00
10507,A6305-0104-00,5518,9,臺北市,中正區,A6305-06-007,A6305-06,A6305-028-00
10507,A6305-0106-00,49840,5,臺北市,中正區,A6305-04-006,A6305-04,A6305-027-00
10506,A6305-0106-00,97333,121,臺北市,中正區,A6305-04-006,A6305-04,A6305-027-00
10507,A6305-0107-00,127591,20,臺北市,中正區,A6305-07-005,A6305-07,A6305-022-00
10506,A6305-0107-00,223067,151,臺北市,中正區,A6305-07-005,A6305-07,A6305-022-00
10507,A6305-0108-00,12264,4,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10506,A6305-0108-00,70669,51,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10507,A6305-0109-00,74843,12,臺北市,中正區,A6305-07-006,A6305-07,A6305-022-00
10506,A6305-0109-00,165386,131,臺北市,中正區,A6305-07-006,A6305-07,A6305-022-00
10507,A6305-0110-00,960,1,臺北市,中正區,A6305-05-005,A6305-05,A6305-027-00
10506,A6305-0110-00,39428,40,臺北市,中正區,A6305-05-005,A6305-05,A6305-027-00
10507,A6305-0111-00,88550,8,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10506,A6305-0111-00,28187,18,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10507,A6305-0112-00,251892,151,臺北市,中正區,A6305-07-007,A6305-07,A6305-024-00
10506,A6305-0112-00,658,3,臺北市,中正區,A6305-07-007,A6305-07,A6305-024-00
10506,A6305-0113-00,48569,59,臺北市,中正區,A6305-05-004,A6305-05,A6305-026-00
10507,A6305-0114-00,341743,162,臺北市,中正區,A6305-07-007,A6305-07,A6305-024-00
10507,A6305-0115-00,16869,7,臺北市,中正區,A6305-05-004,A6305-05,A6305-026-00
10506,A6305-0115-00,232551,156,臺北市,中正區,A6305-05-004,A6305-05,A6305-026-00
10507,A6305-0116-00,149451,22,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10506,A6305-0116-00,253164,130,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10507,A6305-0117-00,2320,1,臺北市,中正區,A6305-05-003,A6305-05,A6305-026-00
10506,A6305-0117-00,50610,49,臺北市,中正區,A6305-05-003,A6305-05,A6305-026-00
10507,A6305-0118-00,18300,3,臺北市,中正區,A6305-05-005,A6305-05,A6305-027-00
10506,A6305-0118-00,89738,100,臺北市,中正區,A6305-05-005,A6305-05,A6305-027-00
10507,A6305-0119-00,12400,1,臺北市,中正區,A6305-05-007,A6305-05,A6305-027-00
10506,A6305-0119-00,35397,21,臺北市,中正區,A6305-05-007,A6305-05,A6305-027-00
10507,A6305-0121-00,316841,67,臺北市,中正區,A6305-07-004,A6305-07,A6305-024-00
10506,A6305-0121-00,67502,63,臺北市,中正區,A6305-07-004,A6305-07,A6305-024-00
10507,A6305-0122-00,16091,3,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10506,A6305-0122-00,10197,5,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0123-00,4612,3,臺北市,中正區,A6305-05-006,A6305-05,A6305-026-00
10506,A6305-0123-00,142381,141,臺北市,中正區,A6305-05-006,A6305-05,A6305-026-00
10506,A6305-0124-00,21297,2,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0125-00,67499,8,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10506,A6305-0125-00,244154,130,臺北市,中正區,A6305-04-007,A6305-04,A6305-027-00
10507,A6305-0126-00,24568,3,臺北市,中正區,A6305-05-006,A6305-05,A6305-026-00
10506,A6305-0126-00,72193,60,臺北市,中正區,A6305-05-006,A6305-05,A6305-026-00
10507,A6305-0127-00,65640,6,臺北市,中正區,A6305-05-007,A6305-05,A6305-027-00
10506,A6305-0127-00,106971,113,臺北市,中正區,A6305-05-007,A6305-05,A6305-027-00
10507,A6305-0129-00,25920,3,臺北市,中正區,A6305-05-007,A6305-05,A6305-027-00
10506,A6305-0129-00,148756,62,臺北市,中正區,A6305-05-007,A6305-05,A6305-027-00
10507,A6305-0130-00,19606,5,臺北市,中正區,A6305-08-002,A6305-08,A6305-029-00
10506,A6305-0130-00,96596,80,臺北市,中正區,A6305-08-002,A6305-08,A6305-029-00
10507,A6305-0131-00,24513,9,臺北市,中正區,A6305-08-001,A6305-08,A6305-029-00
10506,A6305-0131-00,230142,175,臺北市,中正區,A6305-08-001,A6305-08,A6305-029-00
10507,A6305-0132-00,1649,3,臺北市,中正區,A6305-05-008,A6305-05,A6305-027-00
10506,A6305-0132-00,95921,48,臺北市,中正區,A6305-05-008,A6305-05,A6305-027-00
10507,A6305-0133-00,51895,11,臺北市,中正區,A6305-08-003,A6305-08,A6305-029-00
10506,A6305-0133-00,64958,42,臺北市,中正區,A6305-08-003,A6305-08,A6305-029-00
10507,A6305-0134-00,14209,3,臺北市,中正區,A6305-05-008,A6305-05,A6305-027-00
10506,A6305-0134-00,90886,70,臺北市,中正區,A6305-05-008,A6305-05,A6305-027-00
10507,A6305-0135-00,93379,12,臺北市,中正區,A6305-05-009,A6305-05,A6305-027-00
10506,A6305-0135-00,180980,133,臺北市,中正區,A6305-05-009,A6305-05,A6305-027-00
10507,A6305-0137-00,48458,13,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10506,A6305-0137-00,75685,75,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10507,A6305-0138-00,27872,7,臺北市,中正區,A6305-08-003,A6305-08,A6305-029-00
10506,A6305-0138-00,117978,70,臺北市,中正區,A6305-08-003,A6305-08,A6305-029-00
10507,A6305-0139-00,36646,5,臺北市,中正區,A6305-09-001,A6305-09,A6305-028-00
10506,A6305-0139-00,130824,162,臺北市,中正區,A6305-09-001,A6305-09,A6305-028-00
10507,A6305-0140-00,20384,3,臺北市,中正區,A6305-09-002,A6305-09,A6305-028-00
10506,A6305-0140-00,65976,42,臺北市,中正區,A6305-09-002,A6305-09,A6305-028-00
10507,A6305-0141-00,5840,3,臺北市,中正區,A6305-08-002,A6305-08,A6305-029-00
10506,A6305-0141-00,60576,54,臺北市,中正區,A6305-08-002,A6305-08,A6305-029-00
10507,A6305-0142-00,5360,1,臺北市,中正區,A6305-08-004,A6305-08,A6305-029-00
10506,A6305-0142-00,88951,99,臺北市,中正區,A6305-08-004,A6305-08,A6305-029-00
10507,A6305-0143-00,1527,2,臺北市,中正區,A6305-06-007,A6305-06,A6305-028-00
10506,A6305-0143-00,514,2,臺北市,中正區,A6305-06-007,A6305-06,A6305-028-00
10507,A6305-0144-00,52397,5,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10506,A6305-0144-00,4565,14,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0145-00,24809,4,臺北市,中正區,A6305-10-001,A6305-10,A6305-027-00
10506,A6305-0145-00,94657,34,臺北市,中正區,A6305-10-001,A6305-10,A6305-027-00
10506,A6305-0146-00,15675,14,臺北市,中正區,A6305-10-002,A6305-10,A6305-027-00
10507,A6305-0148-00,12305,2,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0149-00,16910,4,臺北市,中正區,A6305-10-002,A6305-10,A6305-027-00
10506,A6305-0149-00,68637,49,臺北市,中正區,A6305-10-002,A6305-10,A6305-027-00
10507,A6305-0150-00,2240,1,臺北市,中正區,A6305-09-003,A6305-09,A6305-028-00
10506,A6305-0150-00,48923,73,臺北市,中正區,A6305-09-003,A6305-09,A6305-028-00
10507,A6305-0151-00,189297,4,臺北市,中正區,A6305-09-005,A6305-09,A6305-028-00
10506,A6305-0151-00,56736,80,臺北市,中正區,A6305-09-005,A6305-09,A6305-028-00
10507,A6305-0152-00,855,8,臺北市,中正區,A6305-09-004,A6305-09,A6305-028-00
10506,A6305-0152-00,99032,91,臺北市,中正區,A6305-09-004,A6305-09,A6305-028-00
10507,A6305-0153-00,11708,2,臺北市,中正區,A6305-08-005,A6305-08,A6305-029-00
10506,A6305-0153-00,60460,61,臺北市,中正區,A6305-08-005,A6305-08,A6305-029-00
10507,A6305-0154-00,9669,3,臺北市,中正區,A6305-08-003,A6305-08,A6305-029-00
10506,A6305-0154-00,101612,98,臺北市,中正區,A6305-08-003,A6305-08,A6305-029-00
10507,A6305-0155-00,670608,2,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10506,A6305-0155-00,943,2,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10506,A6305-0156-00,43648,48,臺北市,中正區,A6305-10-002,A6305-10,A6305-027-00
10507,A6305-0157-00,163,2,臺北市,中正區,A6305-08-004,A6305-08,A6305-029-00
10506,A6305-0157-00,62453,64,臺北市,中正區,A6305-08-004,A6305-08,A6305-029-00
10507,A6305-0158-00,1208,2,臺北市,中正區,A6305-10-001,A6305-10,A6305-027-00
10506,A6305-0158-00,88991,123,臺北市,中正區,A6305-10-001,A6305-10,A6305-027-00
10506,A6305-0159-00,42871,70,臺北市,中正區,A6305-09-002,A6305-09,A6305-028-00
10507,A6305-0160-00,386,1,臺北市,中正區,A6305-08-006,A6305-08,A6305-029-00
10506,A6305-0160-00,48101,47,臺北市,中正區,A6305-08-006,A6305-08,A6305-029-00
10507,A6305-0161-00,58164,13,臺北市,中正區,A6305-10-004,A6305-10,A6305-027-00
10506,A6305-0161-00,202202,100,臺北市,中正區,A6305-10-004,A6305-10,A6305-027-00
10507,A6305-0162-00,17354,4,臺北市,中正區,A6305-10-005,A6305-10,A6305-029-00
10506,A6305-0162-00,70566,103,臺北市,中正區,A6305-10-005,A6305-10,A6305-029-00
10507,A6305-0163-00,81,1,臺北市,中正區,A6305-08-005,A6305-08,A6305-029-00
10506,A6305-0163-00,126682,86,臺北市,中正區,A6305-08-005,A6305-08,A6305-029-00
10506,A6305-0164-00,49605,72,臺北市,中正區,A6305-09-005,A6305-09,A6305-028-00
10506,A6305-0165-00,51594,69,臺北市,中正區,A6305-09-006,A6305-09,A6305-028-00
10507,A6305-0166-00,2240,1,臺北市,中正區,A6305-10-002,A6305-10,A6305-027-00
10506,A6305-0166-00,93950,91,臺北市,中正區,A6305-10-002,A6305-10,A6305-027-00
10507,A6305-0167-00,560,2,臺北市,中正區,A6305-08-006,A6305-08,A6305-029-00
10506,A6305-0167-00,73099,75,臺北市,中正區,A6305-08-006,A6305-08,A6305-029-00
10507,A6305-0168-00,655,2,臺北市,中正區,A6305-10-003,A6305-10,A6305-027-00
10506,A6305-0168-00,119200,139,臺北市,中正區,A6305-10-003,A6305-10,A6305-027-00
10507,A6305-0169-00,17885,4,臺北市,中正區,A6305-10-007,A6305-10,A6305-027-00
10506,A6305-0169-00,76149,85,臺北市,中正區,A6305-10-007,A6305-10,A6305-027-00
10506,A6305-0170-00,58129,82,臺北市,中正區,A6305-10-008,A6305-10,A6305-027-00
10506,A6305-0171-00,54840,67,臺北市,中正區,A6305-08-007,A6305-08,A6305-029-00
10507,A6305-0172-00,17840,2,臺北市,中正區,A6305-06-005,A6305-06,A6305-028-00
10506,A6305-0172-00,27098,14,臺北市,中正區,A6305-06-005,A6305-06,A6305-028-00
10507,A6305-0174-00,35480,3,臺北市,中正區,A6305-10-005,A6305-10,A6305-029-00
10506,A6305-0174-00,61564,18,臺北市,中正區,A6305-10-005,A6305-10,A6305-029-00
10506,A6305-0175-00,19574,25,臺北市,中正區,A6305-09-006,A6305-09,A6305-028-00
10506,A6305-0176-00,46510,75,臺北市,中正區,A6305-09-007,A6305-09,A6305-028-00
10507,A6305-0177-00,24360,1,臺北市,中正區,A6305-06-005,A6305-06,A6305-028-00
10506,A6305-0177-00,17478,20,臺北市,中正區,A6305-06-005,A6305-06,A6305-028-00
10507,A6305-0178-00,6548,2,臺北市,中正區,A6305-10-006,A6305-10,A6305-029-00
10506,A6305-0178-00,103771,97,臺北市,中正區,A6305-10-006,A6305-10,A6305-029-00
10507,A6305-0179-00,14160,2,臺北市,中正區,A6305-08-008,A6305-08,A6305-029-00
10506,A6305-0179-00,100033,119,臺北市,中正區,A6305-08-008,A6305-08,A6305-029-00
10507,A6305-0180-00,7791,3,臺北市,中正區,A6305-09-008,A6305-09,A6305-028-00
10506,A6305-0180-00,38635,44,臺北市,中正區,A6305-09-008,A6305-09,A6305-028-00
10507,A6305-0182-00,122204,49,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10506,A6305-0182-00,80,2,臺北市,中正區,A6305-07-008,A6305-07,A6305-022-00
10507,A6305-0183-00,78833,11,臺北市,中正區,A6305-10-007,A6305-10,A6305-027-00
10506,A6305-0183-00,191785,141,臺北市,中正區,A6305-10-007,A6305-10,A6305-027-00
10507,A6305-0184-00,2058,1,臺北市,中正區,A6305-09-008,A6305-09,A6305-028-00
10506,A6305-0184-00,76965,94,臺北市,中正區,A6305-09-008,A6305-09,A6305-028-00
10507,A6305-0185-00,27418,5,臺北市,中正區,A6305-10-005,A6305-10,A6305-029-00
10506,A6305-0185-00,162111,79,臺北市,中正區,A6305-10-005,A6305-10,A6305-029-00
10507,A6305-0186-00,28694,6,臺北市,中正區,A6305-08-009,A6305-08,A6305-029-00
10506,A6305-0186-00,119436,152,臺北市,中正區,A6305-08-009,A6305-08,A6305-029-00
10507,A6305-0187-00,93875,11,臺北市,中正區,A6305-10-004,A6305-10,A6305-027-00
10506,A6305-0187-00,341377,126,臺北市,中正區,A6305-10-004,A6305-10,A6305-027-00
10507,A6305-0188-00,26389,8,臺北市,中正區,A6305-09-007,A6305-09,A6305-028-00
10506,A6305-0188-00,36902,43,臺北市,中正區,A6305-09-007,A6305-09,A6305-028-00
10507,A6305-0189-00,1666,2,臺北市,中正區,A6305-10-009,A6305-10,A6305-029-00
10506,A6305-0189-00,140540,165,臺北市,中正區,A6305-10-009,A6305-10,A6305-029-00
10507,A6305-0190-00,47903,11,臺北市,中正區,A6305-08-009,A6305-08,A6305-029-00
10506,A6305-0190-00,161767,72,臺北市,中正區,A6305-08-009,A6305-08,A6305-029-00
10507,A6305-0191-00,17217,3,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0192-00,67387,7,臺北市,中正區,A6305-10-008,A6305-10,A6305-027-00
10506,A6305-0192-00,165465,145,臺北市,中正區,A6305-10-008,A6305-10,A6305-027-00
10506,A6305-0193-00,61882,49,臺北市,中正區,A6305-06-005,A6305-06,A6305-028-00
10507,A6305-0194-00,16513,5,臺北市,中正區,A6305-06-006,A6305-06,A6305-028-00
10506,A6305-0194-00,74184,106,臺北市,中正區,A6305-06-006,A6305-06,A6305-028-00
10506,A6305-0196-00,38738,38,臺北市,中正區,A6305-06-005,A6305-06,A6305-028-00
10507,A6305-0197-00,90025,9,臺北市,中正區,A6305-06-007,A6305-06,A6305-028-00
10507,A6305-0198-00,194815,113,臺北市,中正區,A6305-07-010,A6305-07,A6305-022-00
10506,A6305-0198-00,292,2,臺北市,中正區,A6305-07-010,A6305-07,A6305-022-00
10507,A6305-0199-00,226110,110,臺北市,中正區,A6305-11-001,A6305-11,A6305-029-00
10506,A6305-0199-00,1659,8,臺北市,中正區,A6305-11-001,A6305-11,A6305-029-00
10507,A6305-0200-00,59387,14,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10506,A6305-0200-00,247,3,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0201-00,86487,31,臺北市,中正區,A6305-11-001,A6305-11,A6305-029-00
10507,A6305-0202-00,122730,81,臺北市,中正區,A6305-12-001,A6305-12,A6305-029-00
10506,A6305-0202-00,1186,4,臺北市,中正區,A6305-12-001,A6305-12,A6305-029-00
10507,A6305-0203-00,104647,47,臺北市,中正區,A6305-11-001,A6305-11,A6305-029-00
10507,A6305-0204-00,203565,115,臺北市,中正區,A6305-12-002,A6305-12,A6305-031-00
10506,A6305-0204-00,275,2,臺北市,中正區,A6305-12-002,A6305-12,A6305-031-00
10507,A6305-0205-00,167328,131,臺北市,中正區,A6305-11-001,A6305-11,A6305-029-00
10506,A6305-0205-00,5329,4,臺北市,中正區,A6305-11-001,A6305-11,A6305-029-00
10507,A6305-0206-00,0,2,臺北市,中正區,A6305-06-008,A6305-06,A6305-028-00
10506,A6305-0206-00,27558,45,臺北市,中正區,A6305-06-008,A6305-06,A6305-028-00
10507,A6305-0207-00,222615,87,臺北市,中正區,A6305-11-002,A6305-11,A6305-029-00
10506,A6305-0207-00,1250,2,臺北市,中正區,A6305-11-002,A6305-11,A6305-029-00
10507,A6305-0208-00,800,1,臺北市,中正區,A6305-06-009,A6305-06,A6305-028-00
10506,A6305-0208-00,52830,82,臺北市,中正區,A6305-06-009,A6305-06,A6305-028-00
10507,A6305-0209-00,192610,157,臺北市,中正區,A6305-12-003,A6305-12,A6305-031-00
10506,A6305-0209-00,40,1,臺北市,中正區,A6305-12-003,A6305-12,A6305-031-00
10507,A6305-0210-00,67112,48,臺北市,中正區,A6305-12-001,A6305-12,A6305-029-00
10507,A6305-0211-00,97164,92,臺北市,中正區,A6305-11-003,A6305-11,A6305-030-00
10507,A6305-0212-00,452291,117,臺北市,中正區,A6305-12-004,A6305-12,A6305-031-00
10506,A6305-0212-00,4716,1,臺北市,中正區,A6305-12-004,A6305-12,A6305-031-00
10506,A6305-0213-00,10091,22,臺北市,中正區,A6305-06-008,A6305-06,A6305-028-00
10507,A6305-0214-00,71792,75,臺北市,中正區,A6305-12-002,A6305-12,A6305-031-00
10506,A6305-0215-00,4601,7,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0216-00,60824,65,臺北市,中正區,A6305-11-005,A6305-11,A6305-030-00
10507,A6305-0217-00,127420,59,臺北市,中正區,A6305-11-002,A6305-11,A6305-029-00
10506,A6305-0218-00,7892,16,臺北市,中正區,A6305-06-008,A6305-06,A6305-028-00
10507,A6305-0219-00,179606,137,臺北市,中正區,A6305-07-010,A6305-07,A6305-022-00
10506,A6305-0219-00,3240,1,臺北市,中正區,A6305-07-010,A6305-07,A6305-022-00
10507,A6305-0220-00,151120,150,臺北市,中正區,A6305-12-005,A6305-12,A6305-031-00
10506,A6305-0220-00,40,1,臺北市,中正區,A6305-12-005,A6305-12,A6305-031-00
10506,A6305-0221-00,35632,49,臺北市,中正區,A6305-06-009,A6305-06,A6305-028-00
10507,A6305-0222-00,58862,70,臺北市,中正區,A6305-12-006,A6305-12,A6305-031-00
10507,A6305-0223-00,80696,84,臺北市,中正區,A6305-11-004,A6305-11,A6305-030-00
10507,A6305-0225-00,116088,96,臺北市,中正區,A6305-11-005,A6305-11,A6305-030-00
10506,A6305-0225-00,480,12,臺北市,中正區,A6305-11-005,A6305-11,A6305-030-00
10506,A6305-0226-00,1765,2,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0226-00,47,1,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0227-00,103770,96,臺北市,中正區,A6305-11-007,A6305-11,A6305-031-00
10507,A6305-0228-00,118198,85,臺北市,中正區,A6305-13-001,A6305-13,A6305-030-00
10506,A6305-0228-00,127,1,臺北市,中正區,A6305-13-001,A6305-13,A6305-030-00
10507,A6305-0229-00,59599,73,臺北市,中正區,A6305-11-006,A6305-11,A6305-030-00
10507,A6305-0230-00,18037,7,臺北市,中正區,A6305-06-010,A6305-06,A6305-028-00
10506,A6305-0230-00,38634,48,臺北市,中正區,A6305-06-010,A6305-06,A6305-028-00
10507,A6305-0231-00,35116,43,臺北市,中正區,A6305-13-003,A6305-13,A6305-030-00
10507,A6305-0232-00,70978,95,臺北市,中正區,A6305-12-006,A6305-12,A6305-031-00
10507,A6305-0233-00,41571,46,臺北市,中正區,A6305-12-008,A6305-12,A6305-031-00
10507,A6305-0234-00,90692,78,臺北市,中正區,A6305-13-002,A6305-13,A6305-030-00
10506,A6305-0234-00,40,1,臺北市,中正區,A6305-13-002,A6305-13,A6305-030-00
10507,A6305-0235-00,67747,2,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0236-00,7177,5,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10506,A6305-0236-00,1203,5,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0237-00,32699,51,臺北市,中正區,A6305-13-003,A6305-13,A6305-030-00
10507,A6305-0238-00,17790,2,臺北市,中正區,A6305-06-010,A6305-06,A6305-028-00
10506,A6305-0238-00,48107,50,臺北市,中正區,A6305-06-010,A6305-06,A6305-028-00
10507,A6305-0239-00,66666,54,臺北市,中正區,A6305-11-008,A6305-11,A6305-031-00
10506,A6305-0239-00,1341,1,臺北市,中正區,A6305-11-008,A6305-11,A6305-031-00
10507,A6305-0240-00,162591,160,臺北市,中正區,A6305-12-007,A6305-12,A6305-031-00
10507,A6305-0241-00,25591,32,臺北市,中正區,A6305-11-007,A6305-11,A6305-031-00
10507,A6305-0242-00,127681,83,臺北市,中正區,A6305-13-003,A6305-13,A6305-030-00
10507,A6305-0243-00,84178,57,臺北市,中正區,A6305-17-001,A6305-17,A6305-016-00
10507,A6305-0244-00,92335,100,臺北市,中正區,A6305-13-004,A6305-13,A6305-030-00
10507,A6305-0245-00,59859,60,臺北市,中正區,A6305-14-001,A6305-14,A6305-030-00
10507,A6305-0246-00,57980,58,臺北市,中正區,A6305-13-005,A6305-13,A6305-030-00
10507,A6305-0247-00,79931,85,臺北市,中正區,A6305-12-008,A6305-12,A6305-031-00
10507,A6305-0249-00,65309,46,臺北市,中正區,A6305-14-002,A6305-14,A6305-031-00
10507,A6305-0250-00,88624,89,臺北市,中正區,A6305-11-008,A6305-11,A6305-031-00
10506,A6305-0250-00,2388,2,臺北市,中正區,A6305-11-008,A6305-11,A6305-031-00
10507,A6305-0251-00,71576,76,臺北市,中正區,A6305-13-005,A6305-13,A6305-030-00
10507,A6305-0252-00,43050,30,臺北市,中正區,A6305-13-004,A6305-13,A6305-030-00
10507,A6305-0253-00,52876,53,臺北市,中正區,A6305-13-006,A6305-13,A6305-030-00
10507,A6305-0254-00,67868,70,臺北市,中正區,A6305-12-009,A6305-12,A6305-031-00
10507,A6305-0255-00,14143,5,臺北市,中正區,A6305-17-002,A6305-17,A6305-017-00
10507,A6305-0256-00,33583,48,臺北市,中正區,A6305-14-002,A6305-14,A6305-031-00
10507,A6305-0257-00,60046,75,臺北市,中正區,A6305-14-003,A6305-14,A6305-031-00
10507,A6305-0258-00,77486,88,臺北市,中正區,A6305-13-007,A6305-13,A6305-030-00
10507,A6305-0259-00,110348,102,臺北市,中正區,A6305-15-001,A6305-15,A6305-030-00
10507,A6305-0260-00,53878,55,臺北市,中正區,A6305-16-001,A6305-16,A6305-031-00
10507,A6305-0261-00,148230,83,臺北市,中正區,A6305-16-001,A6305-16,A6305-031-00
10506,A6305-0261-00,3950,3,臺北市,中正區,A6305-16-001,A6305-16,A6305-031-00
10507,A6305-0262-00,80568,108,臺北市,中正區,A6305-14-003,A6305-14,A6305-031-00
10506,A6305-0262-00,865,1,臺北市,中正區,A6305-14-003,A6305-14,A6305-031-00
10507,A6305-0263-00,51992,53,臺北市,中正區,A6305-13-006,A6305-13,A6305-030-00
10507,A6305-0264-00,44854,32,臺北市,中正區,A6305-07-009,A6305-07,A6305-022-00
10507,A6305-0265-00,123524,95,臺北市,中正區,A6305-14-004,A6305-14,A6305-030-00
10507,A6305-0266-00,77010,77,臺北市,中正區,A6305-16-002,A6305-16,A6305-031-00
10507,A6305-0267-00,86519,86,臺北市,中正區,A6305-15-002,A6305-15,A6305-030-00
10507,A6305-0268-00,30291,35,臺北市,中正區,A6305-16-001,A6305-16,A6305-031-00
10507,A6305-0269-00,58824,54,臺北市,中正區,A6305-14-005,A6305-14,A6305-031-00
10506,A6305-0269-00,1166,3,臺北市,中正區,A6305-14-005,A6305-14,A6305-031-00
10507,A6305-0270-00,81024,83,臺北市,中正區,A6305-15-002,A6305-15,A6305-030-00
10506,A6305-0270-00,252,1,臺北市,中正區,A6305-15-002,A6305-15,A6305-030-00
10507,A6305-0271-00,239712,63,臺北市,中正區,A6305-17-002,A6305-17,A6305-017-00
10507,A6305-0272-00,73909,83,臺北市,中正區,A6305-14-006,A6305-14,A6305-031-00
10507,A6305-0273-00,207980,123,臺北市,中正區,A6305-15-003,A6305-15,A6305-030-00
10506,A6305-0273-00,1533,2,臺北市,中正區,A6305-15-003,A6305-15,A6305-030-00
10507,A6305-0274-00,95614,54,臺北市,中正區,A6305-17-002,A6305-17,A6305-017-00
10507,A6305-0276-00,115065,110,臺北市,中正區,A6305-13-008,A6305-13,A6305-030-00
10506,A6305-0276-00,327,2,臺北市,中正區,A6305-13-008,A6305-13,A6305-030-00
10507,A6305-0277-00,58743,57,臺北市,中正區,A6305-14-005,A6305-14,A6305-031-00
10506,A6305-0277-00,2475,3,臺北市,中正區,A6305-14-005,A6305-14,A6305-031-00
10507,A6305-0278-00,124083,89,臺北市,中正區,A6305-15-004,A6305-15,A6305-030-00
10507,A6305-0279-00,38893,47,臺北市,中正區,A6305-16-002,A6305-16,A6305-031-00
10506,A6305-0279-00,339,1,臺北市,中正區,A6305-16-002,A6305-16,A6305-031-00
10507,A6305-0280-00,102191,113,臺北市,中正區,A6305-15-005,A6305-15,A6305-030-00
10507,A6305-0281-00,127228,117,臺北市,中正區,A6305-15-006,A6305-15,A6305-030-00
10506,A6305-0281-00,2116,3,臺北市,中正區,A6305-15-006,A6305-15,A6305-030-00
10507,A6305-0282-00,62643,66,臺北市,中正區,A6305-16-003,A6305-16,A6305-031-00
10506,A6305-0282-00,783,1,臺北市,中正區,A6305-16-003,A6305-16,A6305-031-00
10507,A6305-0283-00,190607,132,臺北市,中正區,A6305-14-007,A6305-14,A6305-030-00
10507,A6305-0284-00,293552,134,臺北市,中正區,A6305-16-004,A6305-16,A6305-031-00
10506,A6305-0284-00,3349,4,臺北市,中正區,A6305-16-004,A6305-16,A6305-031-00
