"縣市","行政區域","售電量度數","統計年月","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得平均數","綜合所得中位數","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","每戶平均用電度數","每人平均用電度數"
"高雄市","甲仙區關山里",82876,10407,632,0.0127,0.0538,0.9335,"78","36790","472","364",263,697,0.4362,0.5638,0.1478,0.2281,0.4304,0.1937,0,0,0,0,2,136,51.91,315.12,118.9
"高雄市","甲仙區和安里",183439,10407,700,0.0271,0.1257,0.8471,"127","82318","648","513",323,770,0.4909,0.5091,0.139,0.2935,0.3909,0.1766,2,0,2,0,0,167,51.7,567.92,238.23
"高雄市","甲仙區西安里",282408,10407,952,0.0273,0.1523,0.8204,"192","122796","640","516",407,1073,0.507,0.493,0.1724,0.2563,0.3765,0.1948,0,0,0,0,1,233,57.25,693.88,263.19
"高雄市","甲仙區小林里",76614,10407,550,0.0036,0.08,0.9164,"85","36851","434","393",241,617,0.4619,0.5381,0.1572,0.295,0.4279,0.1199,0,0,0,0,0,135,55.79,317.9,124.17
"高雄市","林園區北汕里",473879,10407,1666,0.0204,0.1369,0.8427,"377","260508","691","569",879,1854,0.4978,0.5022,0.1661,0.3382,0.3635,0.1321,3,3,0,1,1,485,54.99,539.11,255.6
"高雄市","林園區頂厝里",1861944,10407,4538,0.0306,0.186,0.7834,"1210","901925","745","583",1972,5182,0.4915,0.5085,0.2144,0.331,0.3723,0.0824,7,4,3,3,3,1164,59.21,944.19,359.31
"高雄市","林園區東林里",1671453,10407,2942,0.0398,0.2063,0.7539,"795","598795","753","596",1239,3501,0.5059,0.4941,0.2479,0.3085,0.337,0.1065,4,2,2,1,3,771,62.18,1349.03,477.42
"高雄市","林園區東汕里",172290,10407,952,0.0242,0.1544,0.8214,"204","128883","632","541",476,1039,0.4697,0.5303,0.1405,0.333,0.3965,0.1299,1,0,1,1,0,258,54.43,361.95,165.82
"高雄市","林園區鳳芸里",662570,10407,1900,0.0221,0.1595,0.8184,"448","326045","728","596",795,2173,0.4965,0.5035,0.2062,0.3134,0.3645,0.116,4,2,2,1,0,461,57.77,833.42,304.91
"高雄市","林園區港埔里",748120,10407,1861,0.0317,0.1693,0.799,"434","306504","706","541",772,2061,0.4886,0.5114,0.1878,0.3328,0.36,0.1194,3,3,0,1,0,448,57.36,969.07,362.99
"高雄市","林園區港嘴里",518988,10407,1722,0.0192,0.1818,0.7991,"434","290518","669","547",672,1935,0.507,0.493,0.1969,0.3509,0.3478,0.1044,3,1,2,2,3,407,60.57,772.3,268.21
"高雄市","林園區龔厝里",684202,10407,1893,0.0285,0.1796,0.7919,"540","407115","754","592",776,2142,0.4916,0.5084,0.1984,0.3189,0.3702,0.1125,3,1,2,1,0,454,58.51,881.7,319.42
"高雄市","林園區廣應里",1032559,10407,3498,0.0426,0.2001,0.7573,"982","732782","746","593",1358,4164,0.4983,0.5017,0.231,0.3429,0.3465,0.0795,11,9,2,2,2,835,61.53,760.35,247.97
"高雄市","林園區林家里",375740,10407,1342,0.0253,0.1751,0.7996,"349","257052","737","550",556,1454,0.4615,0.5385,0.1685,0.3239,0.3776,0.13,1,1,0,1,0,287,51.43,675.79,258.42
"高雄市","林園區林內里",661843,10407,2050,0.0224,0.1649,0.8127,"390","275442","706","568",846,2382,0.487,0.513,0.2338,0.3098,0.3405,0.1159,3,1,2,5,1,435,51,782.32,277.85
"高雄市","林園區林園里",1839878,10407,3473,0.0461,0.2194,0.7345,"995","788093","792","594",1423,4023,0.5101,0.4899,0.2299,0.3052,0.3602,0.1046,3,2,1,0,1,842,58.88,1292.96,457.34
"高雄市","林園區仁愛里",1319856,10407,3085,0.0541,0.2149,0.731,"884","763870","864","675",1208,3633,0.4955,0.5045,0.2392,0.3132,0.3534,0.0941,2,0,2,5,0,812,66.72,1092.6,363.3
"高雄市","林園區潭頭里",1358452,10407,2868,0.0258,0.1813,0.7929,"674","489905","727","544",1031,3223,0.485,0.515,0.2023,0.3233,0.3695,0.1049,3,0,3,0,1,590,57.28,1317.61,421.49
"高雄市","林園區王公里",2197067,10407,3995,0.0478,0.2305,0.7217,"1190","957653","805","650",1530,4710,0.4985,0.5015,0.2544,0.3217,0.3548,0.0692,4,3,1,1,3,985,64.04,1435.99,466.47
"高雄市","林園區文賢里",961623,10407,2469,0.0417,0.2074,0.7509,"592","425679","719","577",1032,2809,0.5073,0.4927,0.2136,0.3104,0.372,0.104,8,4,4,3,1,567,55.05,931.81,342.34
"高雄市","林園區五福里",750032,10407,2674,0.0202,0.1705,0.8093,"575","377076","656","523",1274,3125,0.4864,0.5136,0.2307,0.345,0.3552,0.0691,5,3,2,3,5,669,52.59,588.72,240.01
"高雄市","林園區溪州里",1681393,10407,4071,0.0263,0.1751,0.7986,"1024","737571","720","572",1512,4774,0.4835,0.5165,0.2361,0.3257,0.3492,0.089,9,2,7,3,2,873,57.47,1112.03,352.2
"高雄市","林園區西汕里",114029,10407,779,0.0193,0.1528,0.828,"153","98854","646","558",423,877,0.4812,0.5188,0.1847,0.3067,0.3911,0.1174,2,0,2,0,0,214,50.71,269.57,130.02
"高雄市","林園區西溪里",964556,10407,3521,0.0204,0.1735,0.806,"823","546093","664","540",1386,3960,0.4904,0.5096,0.1982,0.3356,0.3732,0.0929,7,3,4,6,2,807,58.18,695.93,243.57
"高雄市","林園區中厝里",1169043,10407,3115,0.025,0.164,0.8109,"695","489023","704","577",1192,3645,0.4782,0.5218,0.2376,0.3081,0.3413,0.113,2,2,0,3,2,666,56.06,980.74,320.73
"高雄市","林園區中門里",947269,10407,2530,0.03,0.1704,0.7996,"621","441029","710","570",1057,2828,0.4943,0.5057,0.1945,0.3133,0.3773,0.1149,5,4,1,1,2,613,57.56,896.19,334.96
"高雄市","林園區中汕里",493233,10407,2426,0.019,0.1195,0.8615,"509","337227","663","549",1284,2702,0.4904,0.5096,0.1784,0.3438,0.3705,0.1073,5,2,3,2,1,672,52.42,384.14,182.54
"高雄市","林園區中芸里",765554,10407,1900,0.0211,0.1516,0.8274,"471","321800","683","563",773,2181,0.4823,0.5177,0.1921,0.3219,0.359,0.127,3,2,1,0,2,449,57.94,990.37,351.01
"高雄市","苓雅區安祥里",1452463,10407,2383,0.133,0.3693,0.4977,"949","1245133","1312","733",1120,2737,0.528,0.472,0.1955,0.2755,0.3712,0.1578,0,0,0,3,2,720,64.11,1296.84,530.68
"高雄市","苓雅區博仁里",496260,10407,735,0.1361,0.2939,0.5701,"242","319629","1321","632",372,803,0.533,0.467,0.1582,0.274,0.4222,0.1457,1,1,0,2,0,204,54.84,1334.03,618.01
"高雄市","苓雅區朝陽里",605913,10407,1560,0.0923,0.2468,0.6609,"486","413272","850","617",674,1748,0.5103,0.4897,0.1871,0.2792,0.3793,0.1545,1,0,1,1,2,381,56.53,898.98,346.63
"高雄市","苓雅區城北里",1001033,10407,1514,0.0832,0.2338,0.683,"488","519696","1065","631",705,1678,0.5369,0.4631,0.1585,0.2825,0.4142,0.1448,1,1,0,1,0,364,50.42,1419.9,596.56
"高雄市","苓雅區城東里",1273638,10407,2010,0.1045,0.2821,0.6134,"734","711143","969","694",1056,2273,0.5209,0.4791,0.1685,0.2987,0.3986,0.1342,0,0,0,0,4,551,52.48,1206.1,560.33
"高雄市","苓雅區城西里",332581,10407,607,0.0379,0.2405,0.7216,"165","105357","639","462",272,677,0.5111,0.4889,0.1713,0.3117,0.3781,0.1388,1,1,0,1,0,124,45.93,1222.72,491.26
"高雄市","苓雅區福地里",1030983,10407,2868,0.0561,0.1991,0.7448,"808","569887","705","531",1254,3164,0.5006,0.4994,0.1599,0.3091,0.39,0.141,2,2,0,4,3,670,53.3,822.16,325.85
"高雄市","苓雅區福東里",1251455,10407,2736,0.0526,0.2566,0.6908,"826","589719","714","574",1174,3054,0.5154,0.4846,0.1778,0.3003,0.4103,0.1117,5,2,3,2,0,696,59.13,1065.98,409.78
"高雄市","苓雅區福海里",466004,10407,1116,0.0609,0.2258,0.7133,"344","264746","770","585",490,1234,0.5032,0.4968,0.1588,0.278,0.3914,0.1718,3,0,3,1,0,273,55.38,951.03,377.64
"高雄市","苓雅區福居里",1142000,10407,2828,0.0424,0.2051,0.7525,"798","542681","680","517",1193,3163,0.4923,0.5077,0.1631,0.307,0.3712,0.1587,7,6,1,1,3,638,53.57,957.25,361.05
"高雄市","苓雅區福康里",831737,10407,1993,0.0557,0.2213,0.723,"535","395087","738","569",877,2235,0.4962,0.5038,0.1754,0.2734,0.3866,0.1647,1,1,0,2,0,497,56.48,948.39,372.14
"高雄市","苓雅區福隆里",1230087,10407,2689,0.0703,0.2718,0.6579,"823","640917","779","589",1170,3000,0.5143,0.4857,0.171,0.2887,0.3767,0.1637,5,3,2,1,0,690,58.72,1051.36,410.03
"高雄市","苓雅區福南里",1034104,10407,1864,0.059,0.2119,0.7291,"568","427776","753","525",830,2078,0.4798,0.5202,0.1415,0.269,0.4143,0.1752,1,1,0,1,0,454,55.1,1245.91,497.64
"高雄市","苓雅區福人里",936372,10407,2173,0.052,0.2296,0.7184,"602","459485","763","588",931,2402,0.5054,0.4946,0.1619,0.2918,0.3997,0.1465,1,0,1,2,0,530,56.87,1005.77,389.83
"高雄市","苓雅區福壽里",711029,10407,1568,0.0587,0.2073,0.7341,"424","354984","837","528",666,1696,0.4947,0.5053,0.161,0.2824,0.3897,0.1669,1,0,1,0,1,354,52.91,1067.61,419.24
"高雄市","苓雅區福西里",739453,10407,1891,0.0423,0.1877,0.77,"466","299568","643","513",878,2092,0.5019,0.4981,0.1649,0.282,0.3977,0.1554,2,1,1,2,0,435,49.49,842.2,353.47
"高雄市","苓雅區福祥里",654673,10407,1281,0.0625,0.2334,0.7041,"382","272005","712","510",545,1421,0.487,0.513,0.1583,0.311,0.3779,0.1527,1,1,0,0,0,276,50.55,1201.23,460.71
"高雄市","苓雅區鼓中里",645313,10407,1016,0.0728,0.2283,0.6988,"301","242408","805","592",470,1141,0.5048,0.4952,0.149,0.2726,0.3804,0.1981,0,0,0,1,0,279,59.36,1373.01,565.57
"高雄市","苓雅區光華里",410216,10407,734,0.0599,0.2044,0.7357,"165","119282","723","552",315,810,0.4889,0.5111,0.1605,0.2654,0.3753,0.1988,0,0,0,1,0,188,59.31,1302.27,506.44
"高雄市","苓雅區廣澤里",1160794,10407,1890,0.0831,0.2725,0.6444,"631","585139","927","608",859,2063,0.491,0.509,0.1406,0.2816,0.3892,0.1886,2,1,1,3,1,505,59.06,1351.33,562.67
"高雄市","苓雅區和煦里",1184838,10407,2102,0.0985,0.2902,0.6113,"709","674220","951","639",969,2368,0.5034,0.4966,0.1744,0.291,0.3784,0.1562,3,1,2,2,2,592,61.22,1222.74,500.35
"高雄市","苓雅區華堂里",1801722,10407,3209,0.0795,0.2929,0.6276,"999","907634","909","621",1546,3490,0.5436,0.4564,0.1533,0.2914,0.4097,0.1456,4,3,1,1,1,852,54.83,1165.41,516.25
"高雄市","苓雅區建軍里",765556,10407,2108,0.0522,0.2268,0.7211,"582","464273","798","571",841,2357,0.4879,0.5121,0.1854,0.3,0.3954,0.1192,2,1,1,1,2,452,53.55,910.29,324.8
"高雄市","苓雅區凱旋里",969726,10407,2205,0.1061,0.3088,0.585,"673","757314","1125","723",1044,2661,0.5148,0.4852,0.2435,0.2559,0.3694,0.1312,1,0,1,4,2,683,65.67,928.86,364.42
"高雄市","苓雅區林安里",765100,10407,1543,0.1056,0.3091,0.5852,"518","481269","929","655",777,1978,0.5455,0.4545,0.274,0.2523,0.3327,0.1411,4,1,3,1,2,490,62.98,984.68,386.8
"高雄市","苓雅區林德里",1004359,10407,1886,0.1124,0.3107,0.5769,"616","693894","1126","682",902,2042,0.5309,0.4691,0.1459,0.2811,0.4202,0.1528,1,1,0,0,0,524,58.29,1113.48,491.85
"高雄市","苓雅區林富里",1271437,10407,1923,0.1591,0.3562,0.4847,"752","1163295","1547","782",914,2441,0.5408,0.4592,0.2724,0.2667,0.3421,0.1188,0,0,0,3,0,644,70.46,1391.07,520.87
"高雄市","苓雅區林貴里",961438,10407,1886,0.0986,0.315,0.5864,"643","636129","989","689",811,2171,0.5297,0.4703,0.2008,0.3197,0.3662,0.1133,2,2,0,1,1,511,62.93,1185.5,442.85
"高雄市","苓雅區林華里",1446584,10407,2933,0.0706,0.2758,0.6536,"927","756846","816","589",1259,3261,0.5103,0.4897,0.1677,0.2968,0.3861,0.1493,7,2,5,3,1,767,61.16,1148.99,443.6
"高雄市","苓雅區林靖里",674608,10407,1646,0.144,0.3262,0.5298,"575","527118","917","725",745,1775,0.5087,0.4913,0.1527,0.2783,0.391,0.178,2,1,1,1,2,448,59.89,905.51,380.06
"高雄市","苓雅區林南里",1349833,10407,3043,0.1364,0.3477,0.5159,"1097","1265988","1154","752",1564,3765,0.544,0.456,0.2584,0.256,0.3498,0.1357,4,2,2,2,0,1006,64.12,863.06,358.52
"高雄市","苓雅區林泉里",962594,10407,1941,0.1628,0.374,0.4632,"734","865587","1179","782",977,2460,0.5305,0.4695,0.2833,0.2679,0.3366,0.1122,5,3,2,1,2,689,70.38,985.25,391.3
"高雄市","苓雅區林榮里",1788659,10407,4201,0.0919,0.3109,0.5972,"1387","1219638","879","587",1859,4686,0.5194,0.4806,0.1707,0.3192,0.3843,0.1257,2,2,0,5,2,1093,58.64,962.16,381.7
"高雄市","苓雅區林圍里",1076763,10407,2477,0.1607,0.3706,0.4687,"926","1292788","1396","776",1172,3184,0.5462,0.4538,0.2965,0.2516,0.3398,0.1121,2,1,1,1,0,823,70.4,918.74,338.18
"高雄市","苓雅區林西里",778419,10407,1659,0.1031,0.2411,0.6558,"531","444218","837","566",768,1799,0.5236,0.4764,0.1423,0.2796,0.3902,0.1879,0,0,0,0,2,444,57.81,1013.57,432.7
"高雄市","苓雅區林興里",701866,10407,1411,0.0496,0.2346,0.7158,"377","278832","740","575",648,1562,0.5166,0.4834,0.1697,0.2926,0.3771,0.1607,1,0,1,2,0,361,55.54,1083.13,449.34
"高雄市","苓雅區林中里",1486603,10407,3010,0.0963,0.286,0.6176,"1036","917002","885","614",1375,3235,0.5048,0.4952,0.1168,0.3076,0.4065,0.1691,4,2,2,1,2,806,58.49,1081.17,459.54
"高雄市","苓雅區苓東里",782721,10407,1553,0.0618,0.2331,0.7051,"453","379567","838","524",731,1689,0.5056,0.4944,0.1356,0.2919,0.4281,0.1445,0,0,0,3,2,361,49.45,1070.75,463.42
"高雄市","苓雅區苓昇里",744487,10407,1293,0.0425,0.2019,0.7556,"368","257815","701","556",606,1425,0.4982,0.5018,0.1453,0.2744,0.4098,0.1705,3,1,2,1,0,292,48.26,1228.53,522.45
"高雄市","苓雅區苓雅里",948664,10407,1535,0.0736,0.2756,0.6508,"488","426019","873","602",720,1654,0.532,0.468,0.1433,0.3029,0.4123,0.1415,4,2,2,0,0,363,50.56,1317.59,573.56
"高雄市","苓雅區苓中里",825363,10407,1724,0.0528,0.2216,0.7256,"492","372342","757","547",785,1885,0.5369,0.4631,0.1629,0.3172,0.4095,0.1103,3,1,2,1,0,401,50.7,1051.42,437.86
"高雄市","苓雅區苓洲里",989181,10407,1536,0.1029,0.2871,0.61,"463","441960","955","590",797,1636,0.5281,0.4719,0.1247,0.2928,0.4126,0.1699,2,0,2,3,0,425,52.66,1241.13,604.63
"高雄市","苓雅區美田里",707643,10407,1218,0.0837,0.2931,0.6232,"405","346135","855","621",581,1338,0.509,0.491,0.145,0.2668,0.4088,0.1794,1,1,0,2,1,325,56.13,1217.97,528.88
"高雄市","苓雅區民主里",1878941,10407,4015,0.0954,0.3004,0.6042,"1314","1306551","994","641",1798,4345,0.504,0.496,0.1468,0.302,0.4025,0.1487,4,2,2,4,0,1052,58.48,1045.02,432.44
"高雄市","苓雅區普天里",1753376,10407,3230,0.1217,0.3396,0.5387,"1195","1228506","1028","670",1567,3642,0.5272,0.4728,0.1749,0.3094,0.3726,0.1431,6,4,2,3,0,997,63.54,1118.94,481.43
"高雄市","苓雅區普照里",1946063,10407,3097,0.1117,0.3126,0.5757,"1054","1128826","1071","671",1488,3382,0.5186,0.4814,0.1576,0.2862,0.4027,0.1535,0,0,0,4,4,910,60.51,1307.84,575.42
"高雄市","苓雅區晴朗里",609601,10407,2145,0.0601,0.2098,0.7301,"416","490692","1180","673",1317,2308,0.4315,0.5685,0.1205,0.2405,0.5108,0.1282,1,1,0,1,1,500,37.85,462.87,264.13
"高雄市","苓雅區人和里",1212506,10407,1852,0.0745,0.2651,0.6604,"617","561562","910","568",949,2018,0.5188,0.4812,0.1432,0.2641,0.4172,0.1754,0,0,0,2,1,466,48.8,1277.67,600.85
"高雄市","苓雅區仁政里",827532,10407,1304,0.1058,0.3305,0.5637,"487","550299","1130","679",622,1375,0.528,0.472,0.1229,0.2887,0.4124,0.176,2,1,1,3,0,358,57.1,1330.44,601.84
"高雄市","苓雅區日中里",1407366,10407,2255,0.0962,0.2803,0.6235,"808","723188","895","595",1053,2432,0.523,0.477,0.1287,0.2887,0.4017,0.1809,1,1,0,1,3,582,55.22,1336.53,578.69
"高雄市","苓雅區尚義里",959962,10407,1551,0.107,0.314,0.579,"586","695007","1186","758",800,1860,0.5312,0.4688,0.2398,0.2425,0.3672,0.1505,4,3,1,1,1,507,62.98,1199.95,516.11
"高雄市","苓雅區田西里",919984,10407,1367,0.0988,0.2802,0.6211,"476","405587","852","622",644,1539,0.5166,0.4834,0.1618,0.2865,0.3684,0.1832,2,1,1,1,2,338,52.4,1428.55,597.78
"高雄市","苓雅區同慶里",845862,10407,2442,0.1532,0.3337,0.5131,"770","1188015","1543","930",1261,3424,0.5476,0.4524,0.3791,0.2041,0.3385,0.0783,4,2,2,2,0,870,68.72,670.79,247.04
"高雄市","苓雅區衛武里",658983,10407,2152,0.0544,0.2356,0.71,"579","405009","699","557",973,2333,0.4959,0.5041,0.1402,0.2902,0.4029,0.1667,1,1,0,2,1,521,53.71,677.27,282.46
"高雄市","苓雅區文昌里",1487020,10407,3984,0.0633,0.2525,0.6842,"1242","948398","764","566",1667,4481,0.5153,0.4847,0.175,0.3287,0.3792,0.1172,6,4,2,4,1,1015,60.67,892.03,331.85
"高雄市","苓雅區五福里",1998337,10407,3902,0.0797,0.2499,0.6704,"1237","988677","799","557",1792,4241,0.5025,0.4975,0.1363,0.2997,0.4001,0.1639,5,4,1,2,1,1047,58.33,1115.14,471.19
"高雄市","苓雅區五權里",964335,10407,2136,0.095,0.2935,0.6114,"704","612579","870","625",1003,2342,0.5312,0.4688,0.1435,0.2976,0.4184,0.1405,4,1,3,5,2,583,58.36,961.45,411.76
"高雄市","苓雅區意誠里",2524727,10407,3757,0.0641,0.2691,0.6668,"1065","853832","802","578",2098,4111,0.5313,0.4687,0.1559,0.3123,0.4264,0.1053,4,1,3,10,4,983,46.79,1203.4,614.14
"高雄市","苓雅區英明里",766012,10407,2049,0.0742,0.2601,0.6657,"627","509188","812","588",886,2325,0.5217,0.4783,0.1862,0.3092,0.3733,0.1312,3,1,2,2,0,537,60.34,864.57,329.47
"高雄市","苓雅區永康里",1011500,10407,2343,0.0841,0.2723,0.6436,"749","644175","860","613",1044,2562,0.5055,0.4945,0.1546,0.2799,0.4145,0.1511,2,1,1,0,0,582,55.64,968.87,394.81
"高雄市","苓雅區正大里",2769853,10407,5243,0.0914,0.3042,0.6044,"1728","1543674","893","620",2516,5887,0.5281,0.4719,0.1894,0.3358,0.3841,0.0907,10,6,4,6,0,1362,54.09,1100.9,470.5
"高雄市","苓雅區正道里",1830299,10407,4357,0.079,0.2857,0.6353,"1402","1152068","822","597",1919,4767,0.5249,0.4751,0.1559,0.3237,0.3933,0.1271,9,4,5,3,1,1134,59,953.78,383.95
"高雄市","苓雅區正仁里",1197569,10407,2721,0.0684,0.2716,0.6601,"806","660997","820","617",1177,3061,0.5214,0.4786,0.1741,0.3365,0.3783,0.1111,5,4,1,2,0,713,60.58,1017.48,391.23
"高雄市","苓雅區正文里",1137053,10407,2038,0.104,0.3234,0.5726,"713","677308","950","645",952,2222,0.5284,0.4716,0.1427,0.3407,0.4113,0.1053,4,4,0,3,1,559,57.75,1194.38,511.73
"高雄市","苓雅區正心里",1852995,10407,3734,0.0978,0.3125,0.5897,"1339","1206415","901","621",1668,4154,0.5067,0.4933,0.1514,0.3284,0.3922,0.1281,3,2,1,8,2,1029,61.73,1110.91,446.07
"高雄市","苓雅區正言里",1503960,10407,2890,0.101,0.2972,0.6017,"997","871274","874","597",1411,3159,0.5185,0.4815,0.1415,0.3318,0.4166,0.1102,5,3,2,3,1,775,54.77,1065.88,476.09
"高雄市","苓雅區正義里",1090591,10407,2622,0.1018,0.2891,0.6091,"869","1035105","1191","704",1127,2990,0.4806,0.5194,0.199,0.3281,0.3639,0.109,4,2,2,1,0,741,65.46,967.69,364.75
"高雄市","苓雅區中正里",1676271,10407,2896,0.163,0.3747,0.4624,"1114","1486051","1334","764",1420,3689,0.5427,0.4573,0.2903,0.251,0.3478,0.1109,3,2,1,0,1,1000,70.52,1180.47,454.4
"高雄市","苓雅區奏捷里",725768,10407,1613,0.0911,0.2715,0.6373,"514","437836","852","605",771,1888,0.5286,0.4714,0.2066,0.2537,0.3803,0.1594,1,0,1,0,1,416,54.17,941.33,384.41
"高雄市","六龜區寶來里",254955,10407,967,0.0134,0.0972,0.8893,"138","77188","559","449",485,1095,0.4968,0.5032,0.1708,0.2146,0.4393,0.1753,2,1,1,0,2,272,55.74,525.68,232.84
"高雄市","六龜區大津里",49618,10407,332,0.009,0.1084,0.8825,"55","33897","616","487",165,355,0.4423,0.5577,0.1352,0.2169,0.4535,0.1944,0,0,0,0,0,99,59.64,300.72,139.77
"高雄市","六龜區荖濃里",455987,10407,1488,0.0047,0.0612,0.9341,"139","70564","508","407",664,1658,0.4578,0.5422,0.1821,0.2557,0.3878,0.1743,4,2,2,0,1,302,45.69,686.73,275.02
"高雄市","六龜區六龜里",280842,10407,1041,0.0134,0.0884,0.8982,"147","83106","565","450",486,1145,0.4576,0.5424,0.1511,0.2734,0.4079,0.1677,1,0,1,1,0,220,45.17,577.86,245.28
"高雄市","六龜區文武里",330417,10407,1603,0.0075,0.1079,0.8846,"228","146220","641","452",738,1812,0.4514,0.5486,0.181,0.2588,0.3996,0.1606,2,1,1,0,2,334,45.38,447.72,182.35
"高雄市","六龜區新發里",229338,10407,1041,0.0115,0.0999,0.8886,"155","98438","635","436",530,1164,0.457,0.543,0.1581,0.2414,0.4089,0.1916,2,2,0,1,1,265,49.72,432.71,197.03
"高雄市","六龜區新寮里",118014,10407,647,0.0108,0.1005,0.8887,"91","73858","812","638",297,714,0.4664,0.5336,0.1499,0.1947,0.4398,0.2157,1,1,0,0,1,165,55.56,397.35,165.29
"高雄市","六龜區新威里",306776,10407,778,0.0244,0.1067,0.8689,"130","84788","652","500",356,843,0.4235,0.5765,0.1483,0.2017,0.4128,0.2372,1,1,0,0,1,215,60.22,861.73,363.91
"高雄市","六龜區新興里",101083,10407,719,0.0111,0.0848,0.904,"85","55562","654","500",305,778,0.4653,0.5347,0.1594,0.2095,0.428,0.2031,2,0,2,0,0,169,55.05,331.42,129.93
"高雄市","六龜區興龍里",179966,10407,886,0.009,0.0892,0.9018,"110","53988","491","407",387,1018,0.4627,0.5373,0.2102,0.2633,0.389,0.1375,2,1,1,1,2,187,48.2,465.03,176.78
"高雄市","六龜區義寶里",369900,10407,1108,0.0253,0.1634,0.8114,"213","133390","626","476",519,1255,0.4773,0.5227,0.1809,0.2406,0.3817,0.1968,0,0,0,0,1,285,55.34,712.72,294.74
"高雄市","六龜區中興里",342133,10407,1535,0.0169,0.1329,0.8502,"238","153085","643","516",710,1713,0.4623,0.5377,0.1629,0.2674,0.4104,0.1594,1,0,1,0,0,352,49.44,481.88,199.73
"高雄市","路竹區北嶺里",504683,10407,1344,0.0402,0.1897,0.7701,"398","275196","691","524",484,1530,0.4928,0.5072,0.2176,0.3059,0.3595,0.117,3,3,0,1,0,313,64.8,1042.73,329.86
"高雄市","路竹區頂寮里",412797,10407,1248,0.0321,0.1835,0.7845,"292","194280","665","508",461,1454,0.4787,0.5213,0.2166,0.2847,0.3556,0.1431,5,2,3,2,0,290,63.04,895.44,283.9
"高雄市","路竹區後鄉里",501598,10407,1135,0.0423,0.2159,0.7419,"372","273969","736","553",392,1342,0.4851,0.5149,0.2504,0.2958,0.3346,0.1192,0,0,0,2,0,285,72.34,1279.59,373.77
"高雄市","路竹區甲北里",802960,10407,2180,0.05,0.2174,0.7326,"633","453187","716","559",731,2493,0.4858,0.5142,0.209,0.2912,0.3546,0.1452,3,2,1,3,0,468,64.11,1098.44,322.09
"高雄市","路竹區甲南里",1174558,10407,3385,0.0417,0.21,0.7483,"951","677349","712","552",1128,3850,0.4779,0.5221,0.1922,0.2956,0.3823,0.1299,1,1,0,4,1,741,65.87,1041.27,305.08
"高雄市","路竹區三爺里",450413,10407,910,0.0374,0.1846,0.778,"279","249342","894","558",338,1048,0.5134,0.4866,0.2061,0.2853,0.3607,0.1479,0,0,0,0,0,200,59,1332.58,429.78
"高雄市","路竹區社東里",669824,10407,1805,0.0349,0.2161,0.749,"501","333408","665","516",695,2005,0.4803,0.5197,0.1671,0.3122,0.3701,0.1506,2,1,1,0,0,423,61.22,963.78,334.08
"高雄市","路竹區社南里",1834773,10407,4490,0.0584,0.278,0.6637,"1451","1090328","751","581",1726,4980,0.4952,0.5048,0.1819,0.3518,0.3837,0.0825,6,3,3,4,1,1246,71.69,1063.02,368.43
"高雄市","路竹區社西里",1163024,10407,2376,0.0434,0.2327,0.7239,"669","453889","678","515",949,2659,0.4938,0.5062,0.1903,0.3197,0.3546,0.1354,1,1,0,0,0,572,59.9,1225.53,437.39
"高雄市","路竹區社中里",364150,10407,916,0.0437,0.2041,0.7522,"264","160958","610","472",358,1008,0.4673,0.5327,0.1577,0.2728,0.3948,0.1746,3,3,0,1,0,205,57.1,1017.18,361.26
"高雄市","路竹區文北里",1242451,10407,3211,0.0383,0.2295,0.7322,"970","687043","708","545",1156,3942,0.4932,0.5068,0.2595,0.3158,0.3275,0.0972,4,3,1,1,1,770,66.15,1074.78,315.18
"高雄市","路竹區文南里",1056954,10407,2501,0.0524,0.2495,0.6981,"752","584587","777","618",910,3061,0.5038,0.4962,0.2614,0.2855,0.3313,0.1219,4,2,2,2,0,629,69.12,1161.49,345.3
"高雄市","路竹區下坑里",1204860,10407,2786,0.0276,0.1935,0.7789,"719","488828","680","506",905,3111,0.4671,0.5329,0.179,0.3214,0.3748,0.1247,5,3,2,3,4,566,62.54,1331.34,387.29
"高雄市","路竹區新達里",412417,10407,1301,0.03,0.1937,0.7763,"289","194035","671","561",470,1472,0.4755,0.5245,0.2065,0.2833,0.3567,0.1535,1,1,0,0,0,317,67.59,877.48,280.17
"高雄市","路竹區鴨寮里",851340,10407,2004,0.0514,0.2216,0.727,"618","481242","779","599",755,2358,0.4818,0.5182,0.2294,0.3181,0.3533,0.0992,5,1,4,0,1,520,68.97,1127.6,361.04
"高雄市","路竹區竹東里",1539234,10407,3551,0.0555,0.2664,0.6781,"1126","933524","829","610",1415,4404,0.498,0.502,0.2723,0.3095,0.3247,0.0936,6,5,1,5,1,1005,70.82,1087.8,349.51
"高雄市","路竹區竹滬里",1383578,10407,3312,0.0411,0.2114,0.7476,"830","587429","708","522",1183,3841,0.4954,0.5046,0.2416,0.2999,0.353,0.1054,5,2,3,1,1,783,66.08,1169.55,360.21
"高雄市","路竹區竹南里",1411700,10407,2878,0.0618,0.2693,0.6689,"891","946156","1062","641",1204,3523,0.5104,0.4896,0.2552,0.2716,0.3437,0.1294,6,3,3,3,2,757,62.72,1172.51,400.71
