"YM","CODEBASE","kW"
10507,"A6306-0096-00",66483
10506,"A6306-0096-00",386
10507,"A6306-0097-00",122030
10507,"A6306-0098-00",84262
10507,"A6306-0099-00",69154
10507,"A6306-0100-00",142564
10506,"A6306-0100-00",64
10507,"A6306-0101-00",75313
10507,"A6306-0102-00",232631
10506,"A6306-0102-00",479
10507,"A6306-0103-00",32033
10506,"A6306-0103-00",64484
10507,"A6306-0104-00",2226
10506,"A6306-0104-00",52386
10507,"A6306-0105-00",2293
10506,"A6306-0105-00",49857
10507,"A6306-0106-00",14805
10506,"A6306-0106-00",112053
10507,"A6306-0107-00",262711
10507,"A6306-0108-00",122251
10506,"A6306-0108-00",410
10507,"A6306-0109-00",71867
10507,"A6306-0110-00",103049
10506,"A6306-0110-00",2035
10507,"A6306-0111-00",7901
10507,"A6306-0113-00",148316
10507,"A6306-0114-00",113518
10507,"A6306-0115-00",25091
10507,"A6306-0116-00",141657
10506,"A6306-0116-00",1254
10507,"A6306-0117-00",79712
10506,"A6306-0117-00",1119
10507,"A6306-0118-00",84288
10507,"A6306-0119-00",12275
10506,"A6306-0119-00",82073
10506,"A6306-0120-00",35079
10507,"A6306-0121-00",7486
10507,"A6306-0122-00",70568
10506,"A6306-0122-00",82
10507,"A6306-0123-00",67209
10506,"A6306-0123-00",40
10507,"A6306-0124-00",124274
10506,"A6306-0124-00",560
10507,"A6306-0125-00",92184
10507,"A6306-0127-00",188253
10507,"A6306-0128-00",142912
10507,"A6306-0129-00",23895
10507,"A6306-0130-00",326
10506,"A6306-0130-00",50232
10507,"A6306-0131-00",45800
10506,"A6306-0131-00",144349
10507,"A6306-0132-00",34839
10507,"A6306-0133-00",86532
10507,"A6306-0134-00",170682
10506,"A6306-0134-00",12360
10507,"A6306-0135-00",130975
10506,"A6306-0135-00",2324
10507,"A6306-0136-00",73
10506,"A6306-0136-00",55491
10507,"A6306-0137-00",58510
10507,"A6306-0138-00",110439
10507,"A6306-0139-00",93394
10507,"A6306-0140-00",103827
10506,"A6306-0140-00",2914
10507,"A6306-0141-00",51
10506,"A6306-0141-00",77199
10507,"A6306-0142-00",153991
10507,"A6306-0143-00",7578
10506,"A6306-0143-00",77744
10507,"A6306-0144-00",23161
10506,"A6306-0144-00",141449
10507,"A6306-0145-00",2027
10506,"A6306-0145-00",105183
10507,"A6306-0146-00",266419
10506,"A6306-0146-00",2238
10507,"A6306-0147-00",212361
10506,"A6306-0147-00",91
10507,"A6306-0148-00",67235
10506,"A6306-0148-00",796
10507,"A6306-0149-00",128326
10506,"A6306-0149-00",375
10507,"A6306-0150-00",211195
10506,"A6306-0150-00",2496
10507,"A6306-0151-00",143569
10507,"A6306-0152-00",439
10506,"A6306-0152-00",25524
10507,"A6306-0153-00",212804
10507,"A6306-0154-00",34019
10506,"A6306-0154-00",118942
10507,"A6306-0155-00",31570
10506,"A6306-0155-00",111579
10506,"A6306-0156-00",90765
10507,"A6306-0157-00",6180
10506,"A6306-0157-00",109175
10507,"A6306-0158-00",557
10506,"A6306-0158-00",65928
10507,"A6306-0159-00",46904
10506,"A6306-0159-00",69837
10507,"A6306-0160-00",30665
10506,"A6306-0160-00",79260
10507,"A6306-0161-00",76039
10507,"A6306-0162-00",5028
10506,"A6306-0162-00",158572
10507,"A6306-0163-00",13280
10506,"A6306-0163-00",44656
10507,"A6306-0164-00",169251
10507,"A6306-0165-00",394
10506,"A6306-0165-00",75728
10507,"A6306-0166-00",2064
10506,"A6306-0166-00",86740
10507,"A6306-0167-00",7770
10506,"A6306-0167-00",99317
10507,"A6306-0168-00",21287
10506,"A6306-0168-00",86911
10507,"A6306-0169-00",2452
10506,"A6306-0169-00",93298
10507,"A6306-0170-00",16835
10506,"A6306-0170-00",80062
10506,"A6306-0171-00",69593
10507,"A6306-0172-00",15571
10506,"A6306-0172-00",48961
10507,"A6306-0173-00",1345
10506,"A6306-0173-00",67717
10507,"A6306-0174-00",8427
10506,"A6306-0174-00",66637
10507,"A6306-0175-00",7954
10506,"A6306-0175-00",51736
10507,"A6306-0176-00",26322
10506,"A6306-0176-00",91103
10507,"A6306-0177-00",6804
10506,"A6306-0177-00",97254
10507,"A6306-0178-00",0
10506,"A6306-0178-00",64333
10507,"A6306-0179-00",133383
10507,"A6306-0180-00",85
10506,"A6306-0180-00",67697
10507,"A6306-0182-00",394
10506,"A6306-0182-00",50341
10507,"A6306-0183-00",0
10506,"A6306-0183-00",33118
10507,"A6306-0184-00",1170
10506,"A6306-0184-00",77677
10507,"A6306-0185-00",17734
10506,"A6306-0185-00",103958
10506,"A6306-0186-00",44770
10507,"A6306-0187-00",2960
10506,"A6306-0187-00",103940
10507,"A6306-0188-00",4210
10506,"A6306-0188-00",66209
10507,"A6306-0189-00",2858
10506,"A6306-0189-00",131357
10507,"A6306-0190-00",1458
10506,"A6306-0190-00",84168
10507,"A6306-0191-00",7764
10506,"A6306-0191-00",83913
10507,"A6306-0192-00",650
10506,"A6306-0192-00",9207
10506,"A6306-0193-00",41959
10507,"A6306-0194-00",1402
10506,"A6306-0194-00",46016
10507,"A6306-0195-00",1845
10506,"A6306-0195-00",69655
10507,"A6306-0196-00",3408
10506,"A6306-0196-00",94490
10507,"A6306-0197-00",12057
10506,"A6306-0197-00",191188
10506,"A6306-0198-00",3166
10507,"A6306-0199-00",13267
10506,"A6306-0199-00",120947
10506,"A6306-0200-00",48788
10507,"A6306-0201-00",1434
10506,"A6306-0201-00",92457
10507,"A6306-0202-00",19847
10506,"A6306-0202-00",80921
10506,"A6306-0203-00",75148
10507,"A6306-0204-00",22934
10506,"A6306-0204-00",79799
10507,"A6306-0205-00",22346
10506,"A6306-0205-00",98568
10507,"A6306-0206-00",6413
10506,"A6306-0206-00",98297
10507,"A6306-0207-00",152253
10506,"A6306-0207-00",31702
10507,"A6306-0208-00",10921
10506,"A6306-0208-00",134596
10507,"A6306-0209-00",148
10506,"A6306-0209-00",13043
10507,"A6306-0210-00",5787
10506,"A6306-0210-00",94547
10506,"A6306-0211-00",46010
10507,"A6306-0212-00",13641
10506,"A6306-0212-00",61399
10507,"A6306-0213-00",24320
10506,"A6306-0213-00",101193
10507,"A6306-0214-00",4759
10506,"A6306-0214-00",57013
10507,"A6306-0215-00",2052
10506,"A6306-0215-00",49875
10507,"A6306-0216-00",123
10506,"A6306-0216-00",74252
10507,"A6306-0217-00",2597
10506,"A6306-0217-00",102887
10507,"A6306-0218-00",49770
10506,"A6306-0218-00",136953
10507,"A6306-0219-00",23180
10506,"A6306-0219-00",118970
10507,"A6306-0220-00",13565
10506,"A6306-0220-00",98237
10507,"A6306-0221-00",351
10506,"A6306-0221-00",28834
10507,"A6306-0222-00",4310
10506,"A6306-0222-00",107769
10507,"A6306-0223-00",16193
10506,"A6306-0223-00",89688
10507,"A6306-0224-00",28208
10506,"A6306-0224-00",99204
10507,"A6306-0225-00",10567
10506,"A6306-0225-00",80507
10506,"A6306-0226-00",40297
10507,"A6306-0227-00",28158
10506,"A6306-0227-00",230873
10506,"A6306-0228-00",63886
10507,"A6306-0229-00",34951
10506,"A6306-0229-00",78310
10506,"A6306-0230-00",16311
10506,"A6306-0231-00",74189
10507,"A6306-0232-00",85
10506,"A6306-0232-00",44790
10507,"A6306-0233-00",9869
10506,"A6306-0233-00",83853
10507,"A6306-0234-00",40
10506,"A6306-0234-00",64366
10507,"A6306-0236-00",11217
10506,"A6306-0236-00",65165
10506,"A6306-0237-00",53646
10506,"A6306-0238-00",64957
10507,"A6306-0239-00",0
10506,"A6306-0239-00",61891
10507,"A6306-0240-00",7287
10506,"A6306-0240-00",51116
10507,"A6306-0241-00",19869
10506,"A6306-0241-00",81456
10507,"A6306-0242-00",15291
10506,"A6306-0242-00",161571
10506,"A6306-0243-00",39288
10506,"A6306-0244-00",72941
10506,"A6306-0245-00",34024
10507,"A6306-0246-00",430
10506,"A6306-0246-00",50295
10506,"A6306-0247-00",69377
10507,"A6306-0248-00",23386
10506,"A6306-0248-00",166347
10507,"A6306-0249-00",30961
10506,"A6306-0249-00",198007
10507,"A6306-0250-00",38000
10506,"A6306-0250-00",579
10507,"A6306-0251-00",11538
10506,"A6306-0251-00",29945
10506,"A6306-0252-00",62716
10506,"A6306-0253-00",95295
10507,"A6306-0254-00",895
10506,"A6306-0254-00",3960
10507,"A6306-0255-00",7
10506,"A6306-0255-00",61326
10507,"A6306-0256-00",16560
10506,"A6306-0256-00",67112
10506,"A6306-0257-00",61431
10507,"A6306-0258-00",23586
10506,"A6306-0258-00",130910
10507,"A6306-0259-00",18742
10506,"A6306-0259-00",48226
10507,"A6306-0260-00",25103
10506,"A6306-0260-00",120877
10507,"A6306-0261-00",28935
10506,"A6306-0261-00",81045
10507,"A6306-0262-00",13963
10506,"A6306-0262-00",121427
10507,"A6306-0263-00",239661
10507,"A6306-0264-00",101012
10507,"A6306-0265-00",152540
10506,"A6306-0265-00",147
10507,"A6306-0266-00",371292
10506,"A6306-0266-00",2216
10507,"A6306-0267-00",24490
10506,"A6306-0267-00",143270
10506,"A6306-0268-00",35729
10507,"A6306-0269-00",37049
10506,"A6306-0269-00",83961
10507,"A6306-0270-00",18530
10506,"A6306-0270-00",170161
10507,"A6306-0271-00",65741
10507,"A6306-0272-00",10919
10506,"A6306-0272-00",78662
10507,"A6306-0273-00",365706
10506,"A6306-0273-00",590
10507,"A6306-0274-00",13524
10506,"A6306-0274-00",139813
10507,"A6306-0275-00",5601
10506,"A6306-0275-00",73903
10507,"A6306-0276-00",46343
10506,"A6306-0276-00",40
10507,"A6306-0277-00",65306
10506,"A6306-0277-00",40
10507,"A6306-0278-00",81123
10506,"A6306-0278-00",80
10507,"A6306-0279-00",92105
10506,"A6306-0279-00",2070
10507,"A6306-0280-00",76943
10506,"A6306-0281-00",38138
10507,"A6306-0282-00",9480
10506,"A6306-0282-00",82125
10507,"A6306-0283-00",22408
10506,"A6306-0283-00",218070
10507,"A6306-0284-00",35264
10507,"A6306-0286-00",107693
10507,"A6306-0287-00",2920
10506,"A6306-0287-00",51031
10507,"A6306-0288-00",55396
10507,"A6306-0289-00",122062
10506,"A6306-0289-00",374
10507,"A6306-0290-00",17299
10507,"A6306-0291-00",8248
10506,"A6306-0291-00",59813
10507,"A6306-0292-00",207992
10506,"A6306-0292-00",634
10507,"A6306-0293-00",30430
10506,"A6306-0293-00",40
10507,"A6306-0295-00",87689
10507,"A6306-0296-00",49988
10507,"A6306-0297-00",212803
10506,"A6306-0297-00",12068
10507,"A6306-0299-00",70334
10507,"A6306-0300-00",9200
10506,"A6306-0300-00",133649
10507,"A6306-0301-00",12183
10506,"A6306-0301-00",121024
10507,"A6306-0303-00",101132
10507,"A6306-0304-00",257768
10506,"A6306-0304-00",2790
10506,"A6306-0305-00",44287
10507,"A6306-0306-00",88280
10506,"A6306-0306-00",69341
10506,"A6306-0307-00",74406
10507,"A6306-0308-00",253666
10506,"A6306-0309-00",89054
10506,"A6306-0310-00",56369
10506,"A6306-0311-00",58275
10507,"A6306-0312-00",0
10506,"A6306-0312-00",80721
10507,"A6306-0313-00",15334
10506,"A6306-0313-00",162380
10507,"A6306-0314-00",104331
10506,"A6306-0314-00",165122
10507,"A6306-0315-00",65743
10506,"A6306-0315-00",2201
10507,"A6306-0316-00",72512
10507,"A6306-0317-00",95149
10507,"A6306-0318-00",165440
10507,"A6306-0319-00",840
10506,"A6306-0319-00",73819
10507,"A6306-0320-00",139228
10506,"A6306-0320-00",101
10507,"A6306-0321-00",4349
10506,"A6306-0321-00",90961
10507,"A6306-0322-00",448
10506,"A6306-0322-00",51819
10507,"A6306-0323-00",66781
10507,"A6306-0324-00",132395
10507,"A6306-0325-00",78342
10507,"A6306-0326-00",66668
10507,"A6306-0327-00",15560
10506,"A6306-0327-00",72812
10507,"A6306-0328-00",6340
10506,"A6306-0328-00",54126
10507,"A6306-0329-00",70188
10507,"A6306-0330-00",60425
10506,"A6306-0330-00",82170
10507,"A6306-0331-00",71631
10506,"A6306-0331-00",289
10506,"A6306-0332-00",41073
10507,"A6306-0332-00",5329
10507,"A6306-0333-00",110830
10507,"A6306-0334-00",143061
10506,"A6306-0334-00",27487
10507,"A6306-0335-00",74512
10506,"A6306-0335-00",80524
10507,"A6306-0336-00",111377
10506,"A6306-0337-00",515
10507,"A6306-0338-00",87119
10507,"A6306-0339-00",69615
10506,"A6306-0339-00",40
10507,"A6306-0340-00",3084
10506,"A6306-0340-00",61122
10507,"A6306-0341-00",39845
10506,"A6306-0341-00",184747
10507,"A6306-0342-00",2960
10506,"A6306-0342-00",126204
10507,"A6306-0343-00",12870
10506,"A6306-0343-00",121277
10507,"A6306-0344-00",104572
10507,"A6306-0345-00",105873
10507,"A6306-0346-00",123375
10506,"A6306-0346-00",678
10507,"A6306-0347-00",162964
10506,"A6306-0347-00",180681
10507,"A6306-0348-00",166349
10507,"A6306-0349-00",50959
10506,"A6306-0349-00",139310
10507,"A6306-0350-00",43611
10506,"A6306-0350-00",1576
10507,"A6306-0352-00",14654
10506,"A6306-0352-00",141506
10507,"A6306-0353-00",36588
10506,"A6306-0353-00",153146
10507,"A6306-0354-00",41089
10507,"A6306-0355-00",13517
10506,"A6306-0355-00",57396
10507,"A6306-0356-00",7117
10506,"A6306-0356-00",128216
10507,"A6306-0357-00",91598
10507,"A6306-0358-00",122407
10506,"A6306-0359-00",94092
10507,"A6306-0359-00",810
10507,"A6306-0360-00",73325
10507,"A6306-0361-00",3201
10506,"A6306-0361-00",110096
10507,"A6306-0362-00",107653
10507,"A6306-0363-00",176997
10506,"A6306-0363-00",3802
10507,"A6306-0364-00",40885
10507,"A6306-0365-00",52648
10507,"A6306-0366-00",5158
10506,"A6306-0366-00",78431
10507,"A6306-0367-00",117897
10507,"A6306-0368-00",69437
10507,"A6306-0369-00",4290
10506,"A6306-0369-00",31254
10507,"A6306-0371-00",25721
10506,"A6306-0371-00",149626
10507,"A6306-0372-00",12940
10506,"A6306-0372-00",53258
10507,"A6306-0373-00",84400
10507,"A6306-0374-00",11042
10506,"A6306-0374-00",123511
10507,"A6306-0375-00",13162
10506,"A6306-0375-00",62849
10507,"A6306-0376-00",24065
10506,"A6306-0376-00",61442
10507,"A6306-0377-00",37982
10507,"A6306-0378-00",79750
10507,"A6306-0379-00",186774
10506,"A6306-0379-00",3600
10506,"A6306-0380-00",31217
10507,"A6306-0381-00",96555
10507,"A6306-0382-00",126338
10507,"A6306-0383-00",144800
10506,"A6306-0383-00",250370
10507,"A6306-0384-00",28522
10506,"A6306-0384-00",76972
10507,"A6306-0385-00",149548
10507,"A6306-0386-00",85762
10506,"A6306-0386-00",6355
10507,"A6306-0387-00",6819
10506,"A6306-0387-00",123040
10507,"A6306-0388-00",178139
10506,"A6306-0388-00",40
10507,"A6306-0389-00",226158
10506,"A6306-0389-00",10581
10507,"A6306-0390-00",85241
10506,"A6306-0390-00",140720
10507,"A6306-0391-00",13227
10506,"A6306-0391-00",172551
10507,"A6306-0392-00",8457
10506,"A6306-0392-00",107766
10507,"A6306-0393-00",219829
10507,"A6306-0394-00",8826
10506,"A6306-0394-00",18700
10507,"A6306-0395-00",22131
10506,"A6306-0395-00",95499
10507,"A6306-0396-00",29103
10506,"A6306-0396-00",175008
10507,"A6306-0397-00",51396
10506,"A6306-0397-00",161123
10507,"A6306-0399-00",299054
10507,"A6306-0400-00",37774
10507,"A6306-0401-00",23158
10507,"A6306-0402-00",112169
10507,"A6306-0403-00",470159
10506,"A6306-0403-00",2526
10507,"A6306-0404-00",157299
10506,"A6306-0404-00",294938
10507,"A6306-0405-00",179212
10506,"A6306-0405-00",357
10507,"A6306-0406-00",25607
10507,"A6306-0407-00",8904
10507,"A6306-0408-00",1461
10506,"A6306-0408-00",122039
10507,"A6306-0409-00",311950
10506,"A6306-0409-00",776
10507,"A6306-0410-00",149078
10507,"A6306-0411-00",99267
10506,"A6306-0411-00",317
10507,"A6306-0412-00",37839
10507,"A6306-0413-00",372468
10506,"A6306-0413-00",13642
10507,"A6306-0414-00",376882
10506,"A6306-0414-00",1572
10507,"A6306-0415-00",98727
10507,"A6306-0416-00",175189
10506,"A6306-0416-00",80
10507,"A6306-0417-00",101662
10507,"A6306-0418-00",240381
10506,"A6306-0418-00",9498
10507,"A6306-0420-00",386595
10507,"A6306-0421-00",32294
10506,"A6306-0421-00",152693
10507,"A6306-0422-00",168107
10507,"A6306-0423-00",13102
10506,"A6306-0423-00",130707
10507,"A6306-0424-00",93948
10507,"A6306-0425-00",93204
10507,"A6306-0426-00",68827
10507,"A6306-0427-00",111976
10506,"A6306-0427-00",4056
10507,"A6306-0428-00",174637
10506,"A6306-0428-00",3600
10507,"A6306-0430-00",156593
10507,"A6306-0431-00",367247
10506,"A6306-0431-00",824
10507,"A6306-0433-00",95403
10507,"A6306-0434-00",259271
10506,"A6306-0434-00",859
10507,"A6306-0435-00",112002
10507,"A6306-0436-00",69916
10506,"A6306-0436-00",3586
10507,"A6306-0437-00",164139
10506,"A6306-0437-00",712
10507,"A6306-0438-00",142444
10507,"A6306-0439-00",120352
10506,"A6306-0439-00",7810
10507,"A6306-0440-00",148540
10507,"A6306-0441-00",70095
10507,"A6306-0442-00",142516
10506,"A6306-0442-00",120
10507,"A6306-0443-00",469426
10506,"A6306-0443-00",40
10507,"A6306-0444-00",92572
10506,"A6306-0444-00",146
10507,"A6306-0445-00",82853
10506,"A6306-0445-00",120
10507,"A6306-0446-00",171140
10507,"A6306-0447-00",240049
10507,"A6306-0448-00",25652
10507,"A6306-0449-00",70558
10507,"A6306-0450-00",120606
10507,"A6306-0451-00",217264
10506,"A6306-0451-00",3246
10507,"A6306-0452-00",213832
10506,"A6306-0452-00",1191
10507,"A6306-0453-00",192004
10506,"A6306-0453-00",386
10507,"A6306-0454-00",222167
10506,"A6306-0454-00",1673
10507,"A6306-0455-00",229115
10506,"A6306-0455-00",10490
10507,"A6306-0456-00",37638
10507,"A6306-0457-00",42480
10507,"A6306-0458-00",285569
10506,"A6306-0458-00",732
10507,"A6306-0459-00",128772
10506,"A6306-0459-00",426
10507,"A6306-0461-00",268802
10506,"A6306-0461-00",245
10507,"A6306-0462-00",155113
10506,"A6306-0462-00",1217
10507,"A6306-0463-00",129072
10506,"A6306-0463-00",130
10507,"A6306-0464-00",148004
10506,"A6306-0464-00",398
10507,"A6306-0465-00",34840
10507,"A6306-0466-00",68614
10506,"A6306-0466-00",40
10507,"A6306-0467-00",223620
10506,"A6306-0467-00",40
10507,"A6306-0468-00",316708
10506,"A6306-0468-00",608
10507,"A6306-0469-00",141889
10506,"A6306-0469-00",357
10507,"A6306-0470-00",232825
10506,"A6306-0470-00",80
10507,"A6306-0471-00",125325
10506,"A6306-0471-00",1249
10507,"A6306-0472-00",150100
10507,"A6306-0473-00",191869
10506,"A6306-0473-00",2804
10507,"A6306-0474-00",77820
10507,"A6306-0475-00",64765
10506,"A6306-0475-00",1001
10507,"A6306-0476-00",97116
10507,"A6306-0477-00",92567
10506,"A6306-0477-00",218
10507,"A6306-0478-00",205620
10506,"A6306-0478-00",541
10507,"A6306-0479-00",75739
10506,"A6306-0479-00",9106
10507,"A6306-0481-00",144831
10507,"A6306-0482-00",51504
10506,"A6306-0482-00",138977
10507,"A6306-0483-00",69146
10507,"A6306-0485-00",293347
10506,"A6306-0485-00",18471
10507,"A6306-0486-00",177419
10506,"A6306-0486-00",2953
10507,"A6306-0487-00",144933
10507,"A6306-0488-00",73046
10507,"A6306-0489-00",37686
10506,"A6306-0489-00",236759
10507,"A6306-0490-00",121613
10506,"A6306-0490-00",265
10507,"A6306-0491-00",144322
10506,"A6306-0491-00",2238
10507,"A6306-0492-00",88752
10506,"A6306-0492-00",370906
10507,"A6306-0493-00",2359
10506,"A6306-0493-00",182280
10507,"A6306-0494-00",140975
10507,"A6306-0495-00",149344
10507,"A6306-0496-00",211271
10506,"A6306-0496-00",291
10507,"A6306-0497-00",137285
10506,"A6306-0497-00",65707
10507,"A6306-0498-00",198376
10506,"A6306-0498-00",1190
10507,"A6306-0499-00",101332
10506,"A6306-0499-00",7766
10507,"A6306-0500-00",170331
10506,"A6306-0500-00",18047
10507,"A6306-0501-00",107630
10506,"A6306-0501-00",160
10507,"A6306-0502-00",35819
10506,"A6306-0502-00",154103
10507,"A6306-0503-00",29774
10506,"A6306-0503-00",150620
10507,"A6306-0504-00",184515
10506,"A6306-0504-00",1621
10507,"A6306-0505-00",56210
10507,"A6306-0506-00",18360
10506,"A6306-0506-00",133431
10507,"A6306-0507-00",19600
10506,"A6306-0507-00",78400
10507,"A6306-0508-00",154690
10506,"A6306-0508-00",5636
10507,"A6306-0509-00",148820
10506,"A6306-0509-00",40
10507,"A6306-0510-00",293784
10507,"A6306-0511-00",56738
10506,"A6306-0511-00",227102
10507,"A6306-0512-00",126235
10506,"A6306-0512-00",82
10507,"A6306-0513-00",255421
10506,"A6306-0513-00",574174
10507,"A6306-0514-00",14000
10506,"A6306-0514-00",105208
10507,"A6306-0515-00",3920
10506,"A6306-0515-00",49142
10507,"A6306-0516-00",326
10506,"A6306-0516-00",91001
10507,"A6306-0517-00",162953
10506,"A6306-0517-00",2475
10507,"A6306-0518-00",31263
10506,"A6306-0518-00",156156
10507,"A6306-0519-00",1930
10506,"A6306-0519-00",84530
10507,"A6306-0520-00",137039
10506,"A6306-0520-00",1196
10506,"A6306-0521-00",75252
10507,"A6306-0521-00",240
10507,"A6306-0522-00",5463
10506,"A6306-0522-00",143722
10506,"A6306-0524-00",31886
10507,"A6306-0525-00",13478
10506,"A6306-0525-00",163678
10507,"A6306-0526-00",613
10506,"A6306-0526-00",168039
10506,"A6306-0527-00",60750
10506,"A6306-0528-00",79050
10507,"A6306-0529-00",98464
10506,"A6306-0529-00",332089
10507,"A6306-0530-00",2388
10506,"A6306-0530-00",94683
10507,"A6306-0532-00",20280
10506,"A6306-0532-00",26400
10507,"A6306-0533-00",1091
10506,"A6306-0533-00",87761
10507,"A6306-0534-00",10566
10506,"A6306-0534-00",1629
10507,"A6306-0535-00",437253
10506,"A6306-0535-00",44399
10507,"A6306-0536-00",2292
10506,"A6306-0536-00",76768
10506,"A6306-0537-00",128245
10507,"A6306-0538-00",53396
10506,"A6306-0538-00",275083
10507,"A6306-0539-00",91302
10506,"A6306-0539-00",185991
10507,"A6306-0540-00",105238
10506,"A6306-0540-00",465986
10507,"A6306-0541-00",109846
10506,"A6306-0541-00",229306
10507,"A6306-0542-00",23972
10506,"A6306-0542-00",1708
10507,"A6306-0543-00",10168
10506,"A6306-0543-00",143203
10506,"A6306-0544-00",32289
10507,"A6306-0545-00",65446
10506,"A6306-0545-00",282494
10507,"A6306-0546-00",73435
10506,"A6306-0546-00",80285
10507,"A6306-0547-00",17057
10506,"A6306-0547-00",91596
10507,"A6306-0548-00",8969
10506,"A6306-0548-00",153649
10507,"A6306-0549-00",62713
10506,"A6306-0549-00",121768
10507,"A6306-0550-00",287963
10506,"A6306-0550-00",437409
10507,"A6306-0551-00",11575
10506,"A6306-0551-00",112784
10507,"A6306-0552-00",31434
10506,"A6306-0552-00",110654
10506,"A6306-0553-00",194435
10507,"A6306-0554-00",70261
10506,"A6306-0554-00",691100
10507,"A6306-0555-00",24324
10506,"A6306-0555-00",191101
10507,"A6306-0556-00",85753
10506,"A6306-0556-00",106252
10507,"A6306-0557-00",66149
10506,"A6306-0557-00",159075
10507,"A6306-0558-00",8861
10506,"A6306-0558-00",66941
10507,"A6306-0559-00",63856
10506,"A6306-0559-00",211568
10507,"A6306-0560-00",7623
10506,"A6306-0560-00",96226
10507,"A6306-0561-00",30716
10506,"A6306-0561-00",154914
10507,"A6306-0563-00",259
10506,"A6306-0563-00",94145
10507,"A6306-0564-00",43573
10506,"A6306-0564-00",133310
10506,"A6306-0565-00",18592
10507,"A6306-0566-00",760391
10506,"A6306-0566-00",616355
10507,"A6306-0567-00",16934
10507,"A6307-0001-00",31115
10506,"A6307-0001-00",98230
10507,"A6307-0002-00",108963
10506,"A6307-0002-00",203505
10507,"A6307-0003-00",10520
10506,"A6307-0003-00",54395
10507,"A6307-0005-00",10091
10506,"A6307-0005-00",142083
10507,"A6307-0006-00",12985
10506,"A6307-0006-00",73646
10507,"A6307-0007-00",9865
10506,"A6307-0007-00",46696
10507,"A6307-0008-00",1150
10506,"A6307-0008-00",80303
10507,"A6307-0009-00",6773
10506,"A6307-0009-00",129124
10507,"A6307-0010-00",12489
10506,"A6307-0010-00",86249
10507,"A6307-0011-00",822
10506,"A6307-0011-00",51246
10507,"A6307-0012-00",62011
10506,"A6307-0012-00",166158
10507,"A6307-0013-00",10520
10506,"A6307-0013-00",96877
10507,"A6307-0014-00",4840
10506,"A6307-0014-00",103520
10506,"A6307-0015-00",5825
10507,"A6307-0016-00",14400
10506,"A6307-0016-00",176352
10507,"A6307-0017-00",4137
10506,"A6307-0017-00",79108
10507,"A6307-0018-00",1108
10506,"A6307-0018-00",46565
10507,"A6307-0019-00",8360
10506,"A6307-0019-00",67733
10507,"A6307-0020-00",33291
10506,"A6307-0020-00",102597
10507,"A6307-0021-00",159582
10506,"A6307-0021-00",188954
10507,"A6307-0022-00",9280
10506,"A6307-0022-00",71427
10507,"A6307-0023-00",114373
10506,"A6307-0023-00",1440
10507,"A6307-0024-00",14618
10506,"A6307-0024-00",43726
10507,"A6307-0025-00",140423
10506,"A6307-0025-00",169889
10507,"A6307-0026-00",12680
10506,"A6307-0026-00",103560
10507,"A6307-0027-00",91867
10507,"A6307-0028-00",49185
10506,"A6307-0028-00",105676
10507,"A6307-0029-00",31769
10506,"A6307-0029-00",165477
10507,"A6307-0030-00",50481
10507,"A6307-0031-00",394768
10506,"A6307-0031-00",10004
10507,"A6307-0032-00",10471
10507,"A6307-0033-00",70
10506,"A6307-0033-00",138
10507,"A6307-0034-00",74088
10506,"A6307-0034-00",19874
10507,"A6307-0035-00",57618
10507,"A6307-0036-00",308069
10507,"A6307-0037-00",85423
10506,"A6307-0037-00",46527
10507,"A6307-0039-00",149551
10506,"A6307-0039-00",1753
10507,"A6307-0040-00",130178
10506,"A6307-0040-00",431
10507,"A6307-0041-00",185909
10506,"A6307-0041-00",39663
10507,"A6307-0042-00",42791
10507,"A6307-0043-00",92203
10507,"A6307-0044-00",843595
10506,"A6307-0044-00",2085
10507,"A6307-0045-00",261926
10506,"A6307-0045-00",21285
10507,"A6307-0046-00",333956
10506,"A6307-0046-00",3817
10507,"A6307-0047-00",114184
10507,"A6307-0048-00",106842
10507,"A6307-0049-00",215063
10506,"A6307-0049-00",21612
10507,"A6307-0050-00",2379
10507,"A6307-0051-00",612582
10506,"A6307-0051-00",80
10507,"A6307-0052-00",276449
10506,"A6307-0052-00",3558
10507,"A6307-0053-00",246105
10506,"A6307-0053-00",1492
10507,"A6307-0054-00",729465
10507,"A6307-0055-00",103217
10506,"A6307-0055-00",463
10507,"A6307-0056-00",506259
10506,"A6307-0056-00",1800
10507,"A6307-0057-00",104596
10507,"A6307-0058-00",2586
10507,"A6307-0059-00",490929
10507,"A6307-0060-00",32779
10506,"A6307-0060-00",1526
10507,"A6307-0061-00",73176
10506,"A6307-0061-00",40
10507,"A6307-0062-00",142294
10506,"A6307-0062-00",80
10507,"A6307-0063-00",88809
10507,"A6307-0064-00",123060
10507,"A6307-0065-00",121685
10506,"A6307-0065-00",9895
10507,"A6307-0066-00",145246
10507,"A6307-0067-00",321647
10507,"A6307-0068-00",141803
10507,"A6307-0069-00",92196
10507,"A6307-0070-00",181970
10506,"A6307-0070-00",10521
10507,"A6307-0071-00",159378
10507,"A6307-0072-00",151058
10506,"A6307-0072-00",1169
10507,"A6307-0073-00",288717
10506,"A6307-0073-00",3499
10507,"A6307-0074-00",261491
10507,"A6307-0075-00",550160
10507,"A6307-0076-00",205858
10506,"A6307-0076-00",8148
