"縣市","統計年月","行政區域","售電量度數"
"高雄市",10408,"美濃區瀰濃里","2070"
"高雄市",10408,"茂林區茂林里","10101"
"高雄市",10408,"路竹區三爺里","445499"
"高雄市",10408,"路竹區下坑里","1186644"
"高雄市",10408,"路竹區文北里","302199"
"高雄市",10408,"路竹區文南里","714233"
"高雄市",10408,"路竹區北嶺里","504683"
"高雄市",10408,"路竹區甲北里","519874"
"高雄市",10408,"路竹區甲南里","114709"
"高雄市",10408,"路竹區竹西里","5095"
"高雄市",10408,"路竹區竹東里","2024"
"高雄市",10408,"路竹區竹南里","74279"
"高雄市",10408,"路竹區竹園里","626041"
"高雄市",10408,"路竹區竹滬里","1383538"
"高雄市",10408,"路竹區社中里","2344"
"高雄市",10408,"路竹區社西里","13870"
"高雄市",10408,"路竹區社東里","96190"
"高雄市",10408,"路竹區社南里","417310"
"高雄市",10408,"路竹區後鄉里","497434"
"高雄市",10408,"路竹區頂寮里","412797"
"高雄市",10408,"路竹區新達里","412417"
"高雄市",10408,"路竹區鴨寮里","846529"
"高雄市",10408,"六龜區大津里","1100"
"高雄市",10408,"六龜區中興里","75437"
"高雄市",10408,"六龜區六龜里","25804"
"高雄市",10408,"六龜區文武里","418"
"高雄市",10408,"六龜區荖濃里","364135"
"高雄市",10408,"六龜區新威里","1580"
"高雄市",10408,"六龜區新發里","229338"
"高雄市",10408,"六龜區義寶里","229"
"高雄市",10408,"六龜區興龍里","174700"
"高雄市",10408,"六龜區寶來里","40"
"高雄市",10408,"苓雅區人和里","1175386"
"高雄市",10408,"苓雅區中正里","1654374"
"高雄市",10408,"苓雅區五福里","1988511"
"高雄市",10408,"苓雅區五權里","963262"
"高雄市",10408,"苓雅區仁政里","822492"
"高雄市",10408,"苓雅區文昌里","1487020"
"高雄市",10408,"苓雅區日中里","1397486"
"高雄市",10408,"苓雅區正大里","2709280"
"高雄市",10408,"苓雅區正仁里","481425"
"高雄市",10408,"苓雅區正心里","1852995"
"高雄市",10408,"苓雅區正文里","1118222"
"高雄市",10408,"苓雅區正言里","1503960"
"高雄市",10408,"苓雅區正義里","295394"
"高雄市",10408,"苓雅區正道里","1828140"
"高雄市",10408,"苓雅區民主里","1875002"
"高雄市",10408,"苓雅區永康里","1011500"
"高雄市",10408,"苓雅區田西里","909630"
"高雄市",10408,"苓雅區光華里","410216"
"高雄市",10408,"苓雅區同慶里","839951"
"高雄市",10408,"苓雅區安祥里","1452463"
"高雄市",10408,"苓雅區和煦里","1177936"
"高雄市",10408,"苓雅區尚義里","959962"
"高雄市",10408,"苓雅區林中里","1481182"
"高雄市",10408,"苓雅區林安里","758792"
"高雄市",10408,"苓雅區林西里","775659"
"高雄市",10408,"苓雅區林南里","1342276"
"高雄市",10408,"苓雅區林泉里","962594"
"高雄市",10408,"苓雅區林圍里","1076763"
"高雄市",10408,"苓雅區林富里","1271437"
"高雄市",10408,"苓雅區林華里","1433758"
"高雄市",10408,"苓雅區林貴里","961438"
"高雄市",10408,"苓雅區林靖里","674608"
"高雄市",10408,"苓雅區林榮里","1788659"
"高雄市",10408,"苓雅區林德里","1004359"
"高雄市",10408,"苓雅區林興里","701866"
"高雄市",10408,"苓雅區城北里","992697"
"高雄市",10408,"苓雅區城西里","332581"
"高雄市",10408,"苓雅區城東里","1259957"
"高雄市",10408,"苓雅區奏捷里","718008"
"高雄市",10408,"苓雅區建軍里","1043"
"高雄市",10408,"苓雅區美田里","707643"
"高雄市",10408,"苓雅區英明里","766012"
"高雄市",10408,"苓雅區苓中里","824803"
"高雄市",10408,"苓雅區苓昇里","744487"
"高雄市",10408,"苓雅區苓東里","782721"
"高雄市",10408,"苓雅區苓洲里","975781"
"高雄市",10408,"苓雅區苓雅里","948664"
"高雄市",10408,"苓雅區凱旋里","961326"
"高雄市",10408,"苓雅區博仁里","487300"
"高雄市",10408,"苓雅區普天里","1753376"
"高雄市",10408,"苓雅區普照里","1946063"
"高雄市",10408,"苓雅區晴朗里","609601"
"高雄市",10408,"苓雅區朝陽里","605913"
"高雄市",10408,"苓雅區華堂里","1791586"
"高雄市",10408,"苓雅區意誠里","2449596"
"高雄市",10408,"苓雅區鼓中里","636910"
"高雄市",10408,"苓雅區福人里","936072"
"高雄市",10408,"苓雅區福地里","1030983"
"高雄市",10408,"苓雅區福西里","733350"
"高雄市",10408,"苓雅區福居里","1127720"
"高雄市",10408,"苓雅區福東里","1249467"
"高雄市",10408,"苓雅區福南里","1028664"
"高雄市",10408,"苓雅區福海里","466004"
"高雄市",10408,"苓雅區福康里","831737"
"高雄市",10408,"苓雅區福祥里","645377"
"高雄市",10408,"苓雅區福隆里","1230087"
"高雄市",10408,"苓雅區福壽里","711029"
"高雄市",10408,"苓雅區廣澤里","1090074"
"高雄市",10408,"林園區中汕里","3890"
"高雄市",10408,"林園區中芸里","1850"
"高雄市",10408,"林園區中厝里","1169043"
"高雄市",10408,"林園區五福里","745316"
"高雄市",10408,"林園區仁愛里","1316073"
"高雄市",10408,"林園區文賢里","932804"
"高雄市",10408,"林園區王公里","1551661"
"高雄市",10408,"林園區北汕里","99"
"高雄市",10408,"林園區西汕里","0"
"高雄市",10408,"林園區西溪里","80"
"高雄市",10408,"林園區東林里","870410"
"高雄市",10408,"林園區林內里","661843"
"高雄市",10408,"林園區林家里","12120"
"高雄市",10408,"林園區林園里","774844"
"高雄市",10408,"林園區頂厝里","188848"
"高雄市",10408,"林園區港埔里","9213"
"高雄市",10408,"林園區港嘴里","12115"
"高雄市",10408,"林園區溪州里","1666408"
"高雄市",10408,"林園區鳳芸里","83"
"高雄市",10408,"林園區廣應里","841556"
"高雄市",10408,"林園區潭頭里","1349308"
"高雄市",10408,"林園區龔厝里","0"
"高雄市",10408,"甲仙區大田里","326914"
"高雄市",10408,"甲仙區小林里","76614"
"高雄市",10408,"甲仙區西安里","32308"
"高雄市",10408,"甲仙區和安里","40"
"高雄市",10408,"甲仙區東安里","31282"
"高雄市",10408,"甲仙區關山里","82876"
"高雄市",10408,"甲仙區寶隆里","118398"
"高雄市",10408,"茄萣區大定里","301982"
"高雄市",10408,"茄萣區白雲里","1921"
"高雄市",10408,"茄萣區光定里","256198"
"高雄市",10408,"茄萣區吉定里","711083"
"高雄市",10408,"茄萣區和協里","186107"
"高雄市",10408,"茄萣區保定里","1197142"
"高雄市",10408,"茄萣區崎漏里","2223291"
"高雄市",10408,"茄萣區嘉安里","3249"
"高雄市",10408,"茄萣區嘉定里","309139"
"高雄市",10408,"茄萣區嘉泰里","7170"
"高雄市",10408,"茄萣區嘉福里","1316"
"高雄市",10408,"茄萣區嘉樂里","80"
"高雄市",10408,"茄萣區嘉賜里","9498"
"高雄市",10408,"茄萣區福德里","0"
"高雄市",10408,"湖內區大湖里","22647"
"高雄市",10408,"湖內區中賢里","927866"
"高雄市",10408,"湖內區公館里","2122"
"高雄市",10408,"湖內區太爺里","10480"
"高雄市",10408,"湖內區文賢里","451736"
"高雄市",10408,"湖內區田尾里","4281"
"高雄市",10408,"湖內區忠興里","274665"
"高雄市",10408,"湖內區海山里","417719"
"高雄市",10408,"湖內區海埔里","667473"
"高雄市",10408,"湖內區湖內里","1077995"
"高雄市",10408,"湖內區湖東里","32"
"高雄市",10408,"湖內區逸賢里","398617"
"高雄市",10408,"湖內區葉厝里","1066536"
"高雄市",10408,"湖內區劉家里","309785"
"高雄市",10408,"鼓山區內惟里","0"
"高雄市",10408,"鼓山區自強里","3364"
"高雄市",10408,"鼓山區延平里","2107"
"高雄市",10408,"鼓山區忠正里","6072"
"高雄市",10408,"鼓山區明誠里","76029"
"高雄市",10408,"鼓山區河邊里","0"
"高雄市",10408,"鼓山區前峰里","0"
"高雄市",10408,"鼓山區厚生里","4371"
"高雄市",10408,"鼓山區峰南里","25160"
"高雄市",10408,"鼓山區登山里","7759"
"高雄市",10408,"鼓山區華豐里","12931"
"高雄市",10408,"鼓山區雄峰里","0"
"高雄市",10408,"鼓山區裕興里","6101"
"高雄市",10408,"鼓山區裕豐里","4015"
"高雄市",10408,"鼓山區鼓岩里","118"
"高雄市",10408,"鼓山區綠川里","4446"
"高雄市",10408,"鼓山區維生里","7767"
"高雄市",10408,"鼓山區龍子里","57749"
"高雄市",10408,"鼓山區龍水里","29562"
"高雄市",10408,"鼓山區麗興里","147056"
"高雄市",10408,"岡山區三和里","71029"
"高雄市",10408,"岡山區大莊里","359244"
"高雄市",10408,"岡山區大遼里","9784"
"高雄市",10408,"岡山區仁壽里","1852476"
"高雄市",10408,"岡山區台上里","203351"
"高雄市",10408,"岡山區平安里","743"
"高雄市",10408,"岡山區本洲里","737346"
"高雄市",10408,"岡山區白米里","339301"
"高雄市",10408,"岡山區竹圍里","14709"
"高雄市",10408,"岡山區協和里","1382730"
"高雄市",10408,"岡山區協榮里","826051"
"高雄市",10408,"岡山區岡山里","44884"
"高雄市",10408,"岡山區忠孝里","5271"
"高雄市",10408,"岡山區信義里","839587"
"高雄市",10408,"岡山區前峰里","1241838"
"高雄市",10408,"岡山區後協里","2717089"
"高雄市",10408,"岡山區後紅里","30427"
"高雄市",10408,"岡山區為隨里","310434"
"高雄市",10408,"岡山區程香里","9135"
"高雄市",10408,"岡山區華崗里","389542"
"高雄市",10408,"岡山區嘉峰里","476672"
"高雄市",10408,"岡山區嘉興里","1750023"
"高雄市",10408,"岡山區壽天里","37430"
"高雄市",10408,"岡山區壽峰里","1046486"
"高雄市",10408,"岡山區碧紅里","9342"
"高雄市",10408,"岡山區維仁里","9678"
"高雄市",10408,"岡山區劉厝里","583008"
"高雄市",10408,"岡山區潭底里","275260"
"高雄市",10408,"岡山區灣裡里","799535"
"高雄市",10408,"鳳山區一甲里","40"
"高雄市",10408,"鳳山區二甲里","1584"
"高雄市",10408,"鳳山區三民里","609551"
"高雄市",10408,"鳳山區中正里","1548547"
"高雄市",10408,"鳳山區中和里","1173"
"高雄市",10408,"鳳山區中崙里","15045"
"高雄市",10408,"鳳山區中榮里","2677"
"高雄市",10408,"鳳山區五福里","5959"
"高雄市",10408,"鳳山區文山里","2207754"
"高雄市",10408,"鳳山區文英里","1125521"
"高雄市",10408,"鳳山區文華里","3968568"
"高雄市",10408,"鳳山區文福里","4130257"
"高雄市",10408,"鳳山區文德里","38182"
"高雄市",10408,"鳳山區文衡里","13072"
"高雄市",10408,"鳳山區北門里","1919356"
"高雄市",10408,"鳳山區正義里","4125"
"高雄市",10408,"鳳山區生明里","922805"
"高雄市",10408,"鳳山區光明里","767182"
"高雄市",10408,"鳳山區成功里","302262"
"高雄市",10408,"鳳山區老爺里","7564"
"高雄市",10408,"鳳山區協和里","201"
"高雄市",10408,"鳳山區和德里","21267"
"高雄市",10408,"鳳山區和興里","9384"
"高雄市",10408,"鳳山區忠孝里","128"
"高雄市",10408,"鳳山區忠義里","3403"
"高雄市",10408,"鳳山區忠誠里","1492560"
"高雄市",10408,"鳳山區東門里","2310830"
"高雄市",10408,"鳳山區武松里","1259301"
"高雄市",10408,"鳳山區武漢里","1973424"
"高雄市",10408,"鳳山區武慶里","1098328"
"高雄市",10408,"鳳山區南和里","0"
"高雄市",10408,"鳳山區南興里","517379"
"高雄市",10408,"鳳山區海光里","1197141"
"高雄市",10408,"鳳山區海洋里","12834"
"高雄市",10408,"鳳山區海風里","21654"
"高雄市",10408,"鳳山區國隆里","10240"
"高雄市",10408,"鳳山區埤頂里","2596784"
"高雄市",10408,"鳳山區曹公里","937215"
"高雄市",10408,"鳳山區善美里","4014"
"高雄市",10408,"鳳山區新甲里","16827"
"高雄市",10408,"鳳山區新武里","920556"
"高雄市",10408,"鳳山區新強里","295989"
"高雄市",10408,"鳳山區新富里","6676"
"高雄市",10408,"鳳山區新樂里","0"
"高雄市",10408,"鳳山區新興里","585585"
"高雄市",10408,"鳳山區瑞竹里","2352539"
"高雄市",10408,"鳳山區瑞興里","2014439"
"高雄市",10408,"鳳山區誠正里","36704"
"高雄市",10408,"鳳山區誠信里","788327"
"高雄市",10408,"鳳山區誠智里","1079110"
"高雄市",10408,"鳳山區誠義里","2409402"
"高雄市",10408,"鳳山區誠德里","942115"
"高雄市",10408,"鳳山區過埤里","6863830"
"高雄市",10408,"鳳山區福祥里","4875"
"高雄市",10408,"鳳山區福興里","112718"
"高雄市",10408,"鳳山區鳳東里","2492294"
"高雄市",10408,"鳳山區鳳崗里","567757"
"高雄市",10408,"鳳山區縣口里","212244"
"高雄市",10408,"鳳山區縣衙里","590999"
"高雄市",10408,"鳳山區興仁里","7794"
"高雄市",10408,"鳳山區龍成里","3200"
"高雄市",10408,"鳳山區鎮北里","2408104"
"高雄市",10408,"鳳山區鎮西里","313"
"高雄市",10408,"鳳山區鎮東里","1017802"
"高雄市",10408,"鳳山區鎮南里","6905"
"高雄市",10408,"大樹區九曲里","1981110"
"高雄市",10408,"大樹區三和里","717194"
"高雄市",10408,"大樹區久堂里","160"
"高雄市",10408,"大樹區大坑里","468370"
"高雄市",10408,"大樹區大樹里","126034"
"高雄市",10408,"大樹區小坪里","485646"
"高雄市",10408,"大樹區井腳里","7455"
"高雄市",10408,"大樹區水安里","2728"
"高雄市",10408,"大樹區水寮里","6600"
"高雄市",10408,"大樹區竹寮里","953862"
"高雄市",10408,"大樹區和山里","429"
"高雄市",10408,"大樹區姑山里","293192"
"高雄市",10408,"大樹區統嶺里","128460"
"高雄市",10408,"大樹區溪埔里","1004678"
"高雄市",10408,"大樹區興田里","394726"
"高雄市",10408,"大樹區龍目里","8043"
"高雄市",10408,"大樹區檨腳里","65449"
"高雄市",10408,"大社區三奶里","23930"
"高雄市",10408,"大社區大社里","18027"
"高雄市",10408,"大社區中里里","1369565"
"高雄市",10408,"大社區保安里","197616"
"高雄市",10408,"大社區保社里","125602"
"高雄市",10408,"大社區神農里","10200"
"高雄市",10408,"大社區嘉誠里","282005"
"高雄市",10408,"大社區翠屏里","13829"
"高雄市",10408,"大社區觀音里","7259"
"高雄市",10408,"大寮區三隆里","94778"
"高雄市",10408,"大寮區上寮里","23549"
"高雄市",10408,"大寮區大寮里","3497382"
"高雄市",10408,"大寮區山頂里","68870"
"高雄市",10408,"大寮區中庄里","7194"
"高雄市",10408,"大寮區中興里","3024451"
"高雄市",10408,"大寮區內坑里","2472452"
"高雄市",10408,"大寮區永芳里","3846"
"高雄市",10408,"大寮區光武里","13849"
"高雄市",10408,"大寮區江山里","728553"
"高雄市",10408,"大寮區忠義里","242341"
"高雄市",10408,"大寮區前庄里","76802"
"高雄市",10408,"大寮區後庄里","32080"
"高雄市",10408,"大寮區拷潭里","881652"
"高雄市",10408,"大寮區昭明里","1757769"
"高雄市",10408,"大寮區琉球里","0"
"高雄市",10408,"大寮區翁園里","14000"
"高雄市",10408,"大寮區新厝里","616777"
"高雄市",10408,"大寮區會社里","149671"
"高雄市",10408,"大寮區會結里","716231"
"高雄市",10408,"大寮區溪寮里","577813"
"高雄市",10408,"大寮區義仁里","715464"
"高雄市",10408,"大寮區義和里","889233"
"高雄市",10408,"大寮區過溪里","1175116"
"高雄市",10408,"大寮區潮寮里","1214910"
"高雄市",10408,"阿蓮區中路里","879774"
"高雄市",10408,"阿蓮區玉庫里","4221"
"高雄市",10408,"阿蓮區石安里","5401"
"高雄市",10408,"阿蓮區和蓮里","15180"
"高雄市",10408,"阿蓮區阿蓮里","1523802"
"高雄市",10408,"阿蓮區南蓮里","16793"
"高雄市",10408,"阿蓮區崗山里","5697"
"高雄市",10408,"阿蓮區清蓮里","1918"
"高雄市",10408,"阿蓮區港後里","615178"
